Amharic,Oromo,domain
የቤት ስራዬን ለመስራት ጊዜ የለኝም።,hojii manaa hojjechuuf yeroon hin qabu.,General
ሁሉም ያጨበጭቡ ነበር።,hunduu harka rukutaa ture.,General
እባክህ ይህን እንድከፍት እርዳኝ።,mee kana akkan banuuf na gargaaraa.,General
ምንም ተመላሽ አይደረግም።,deebiin hin kennamu.,General
እንዴት እንደናፈቅኩሽ!,akkam si dhabe!,General
በሁለተኛ ደረጃ ትምህርት ቤታችን ፈረንሳይኛ ተመራጭ ነው።,mana barumsaa sadarkaa lammaffaa keenya keessatti afaan faransaayii filannoodha.,Education
ያንን እድል ለመውሰድ ፈቃደኛ ነኝ።,carraa sana fudhachuuf fedhii qaba.,General
ስራውን ቀላል ያደርጉታል።,hojiin sun salphaa ta'ee ni argatta.,General
ወላጆቼን እንዲኮሩ ማድረግ እፈልጋለሁ።,warra koo boonsuu barbaada.,General
ቶም የህይወቴ ፍቅር ነበር።,toom jaalala jireenya koo ture.,Religion
ቶም አሁንም እየበላ ነው፧,toom ammallee nyaachaa jiraa?,General
ያደግኩት ትንሽ ከተማ ውስጥ ነው።,magaalaa xiqqoo keessattin guddadhe.,General
በልጆቹዋ ትኮራለች።,ijoollee isheetiin ni boonti.,General
ቴኒስ በመጫወት ጡንቻዎቼ በጣም ታምመዋል።,maashaaleen koo garmalee teenisii taphachuu irraa kan kaʼe dhukkubsate.,General
አሁንም አልገባኝም።,ammallee hin argadhu.,General
ይህ መጽሀፍ አስደሳች ነው።,kitaabni kun nama hawwata.,General
ይህን ፎቶግራፍ ማቆየት እችላለሁ፧,suuraa kana qabachuu nan danda'aa?,General
ቶም ውሻ ገዛኸው፧,toomiif saree bitattee?,General
የምንኖረው በሰለጠነ ማህበረሰብ ውስጥ ነው።,hawaasa qaroome keessa jiraanna.,General
ወንበሩ ስር ነው።,teessoo jala jira.,General
ቶም ሊዮ ነው።,toom nama leo dha.,General
ሙከራው ሳይሳካ ቀረ።,yaaliin isaas fashalaa'ee xumurame.,General
ህመም ላይ ነህ አይደል፧,dhukkubbii keessa jirta mitii?,Health/Medical
የእሱ ስራ ሽያጭን ማስተዋወቅ ነው።,hojiin isaa gurgurtaa guddisuudha.,Business/Economy
ለምን ይህን አደረግክ፧,maaliif kana goote?,General
ይህ ቤት መቀባት ያስፈልገዋል።,manni kun dibu barbaada.,General
ፕሮፌሽናል ፎቶ አንሺ ነች።,ogeettiin suuraa kaasudha.,General
የጸሀይ መነጽሩን አወለቀ።,uffata aduu isaa ofirraa baasee.,General
ያ ተራራ ከዚህ ተራራ አምስት እጥፍ ይበልጣል።,gaarri sun kan kanaa dachaa shaniin ol dheerata.,General
እኛ የነፍስ አድን ነን።,nuti eegdota lubbuu ti.,Religion
እኔ የሰማሁት አይደለም፥፥,kana waanan dhaga'e miti.,General
እኔ ከሞትኩ ይህን ቀለበት እንድትይዝ እፈልጋለሁ።,"yoon du'e, ring kana akka qabattan nan barbaada.",Religion
ይህ ፕላጃሪያሪዝም ነው።,kun saamicha barreeffamaa (plagiarism) dha.,General
በልቼ ጨርሻለሁ።,nyaadheen xumure.,General
መጠበቅ አለብን።,eeguu qabna.,General
ቤት ሄጄ መተኛት ብቻ ነው የምፈልገው።,manatti deebi'ee rafuu qofan barbaada.,General
ለትንሽ ጊዜ አላየኹዋችሁም።,yeroo muraasaaf isin hin argine.,General
ሰዎች ለምን ጸጉራቸውን ይቀባሉ፧,namoonni maaliif rifeensa isaanii halluu itti godhu?,General
ወደ ፊት ከመሄድ እና ራሴን ከማድረግ ይልቅ እንዴት ማድረግ እንዳለብዎት ለመንገር ረጅም ጊዜ ይወስዳል።,ofii kootii qofa itti fufee hojjechuu caalaa akkamitti akka hojjettu sitti himuuf yeroo dheeraa fudhata.,General
በአገር ውስጥ ኩባንያ ውስጥ internship ልሰራ ነው።,dhaabbata naannoo sana jiru tokkotti leenjii hojii (internship) hojjechuuf deema.,Business/Economy
በኩሬው ላይ የሚያምር ድልድይ አለ።,riqichi bareedaan bishaan kuufamaa kanarra jira.,General
እርግጠኛ ነህ ከወላጆችህ ጋር ቤት ውስጥ መኖር አትፈልግም፧,warra kee wajjin mana jiraachuu akka hin barbaanne mirkaneeffatteettaa?,General
ባህሪውን መቁዋቁዋም አልችልም።,amala isaa baay'ee rakkadheen danda'a.,General
ይህን እንዴት እንደምታደርግ አስተምረኝ።,akkamitti akkas gootu na barsiisi.,Health/Medical
ወጋችው።,isheenis waraantee.,General
ሁለቱንም ወደዳት እና ሁለቱም ወደዷት።,isheen lamaan isaanii jaallatte lamaan isaanii iyyuu ishee jaallatu turan.,General
እጣ ፈንታ ከባድ ትምህርት አስተማረችኝ።,hireen barumsa cimaa na barsiise.,Education
ሃይለኛ አስተሳሰብ ወዲያውኑ ሃይለኛ የሰውነት እንቅስቃሴዎችን ያመጣል።,yaadni jeequmsaa battalumatti sochii qaamaa jeequmsaa fida.,General
ገና ከበላህ ባትዋኝ ይሻልሃል።,osoo nyaata qofa nyaatte ta'ee osoo hin dambaliin siif wayya.,Religion
የኔ ሃሳብ ነው።,yaadni koo kanuma.,General
በመጀመሪያ ደረጃ ስለምንበላውና ስለምንጠጣው ነገር መጠንቀቅ አለብን።,jalqaba irratti waan nyaannu fi dhugnu irratti of eeggannoo gochuu qabna.,Government
እርስዎ የሚያውቁትን ማወቅ እፈልጋለሁ።,waan isin beektan beekuu barbaada.,General
ሚስቱ በሩን ከፈተችለት።,haati manaa isaa balbala isaaf bante.,General
ቶም ያልታጠቀ።,toom meeshaa waraanaa hin qabne.,General
ሉ የት ነው፧,loon eessa jira?,General
ምንም ተስፋ እንደሌለ እንደምታስብ አውቃለሁ።,Abdiin hin jiru jettee akka yaaddu nan beeka.,Health/Medical
ግባ በሩ ክፍት ነው።,"seeni, balballi banamee jira.",General
ሌላ እድል እፈልጋለሁ።,carraa biraa na barbaachisa.,General
የሆነ ነገር በእርስዎ ላይ ሊወድቅ ይችላል፣ ስለዚህ ይጠንቀቁ።,wanti tokko sitti bu'uu waan danda'uuf of eeggadhu.,General
መብራትህን ትተሃል።,ifa kee ibsitee dhiifte.,General
ሳምንቱን ሙሉ በዚያ ዘገባ ላይ ስሰራ ነበር ያሳለፍኩት።,torban guutuu gabaasa sana irratti hojjechuudhaan dabarseera.,General
የኒውዚላንድ የአየር ንብረት ከጃፓን ጋር ተመሳሳይ ነው።,haalli qilleensaa niiw ziilaand kan jaappaan wajjin wal fakkaata.,Agriculture
ጎረቤቶቼን አላውቅም።,ollaa koo hin beeku.,General
አስገርሞሽ ነበር።,taajjabbii siif godhe.,General
ያ ሁኔታ የማይመስል ነገር ነው።,haalli sun taʼuu hin oolu.,General
እሱዋ ሶፋው ላይ ተኛች።,isheen soofaa irra taa'aa turte.,General
ቶም የት ነው ብለው ያስባሉ፧,toom eessa jira jettanii yaaddu?,General
ነገ ዝናብ ሊዘንብ እንደሆነ ግልጽ ነው።,boru roobni akka roobu beekamaadha.,Agriculture
ሁሉንም ጓደኞቼን ጋበዝኳቸው።,hiriyyoota koo hunda afeere.,General
አደጋ ደርሶበት እግሩን ተሰበረ።,balaa isa mudatee miilli isaa caccabe.,General
አንዱ እንደጠፋ እንዴት አወቁ፧,tokko akka bade akkamitti beekte?,General
ተስፋ ሰጪ ወጣት ነጋዴ ነው።,dargaggeessa daldalaa abdachiisaa dha.,General
በጣም እየጠማሁ ነው።,baayyee dheebochaa jira.,General
በዚያ መደብር ውስጥ ምን ሊያገኙት እንደሚችሉ በጭራሽ መናገር አይችሉም።,suuqii sana keessatti maal argachuu akka dandeessu gonkumaa himuu hin dandeessu.,Business/Economy
የሆነ ነገር አለኝ።,waan qabadheera.,General
ወንዶች፣ ታላቅ ቀና ሁን።,ijoollee dhiiraa hawwii guddaa qabaadhaa.,General
በወረቀትህ ቅር ተሰኝቼ ነበር።,waraqaa kee kanaan mufadheera.,General
እኔ የግል ቁዋንቁዋ አስተማሪ ነኝ።,ani barsiisaa afaan dhuunfaati.,Education
እባክህ አስፈላጊ ነው ብለህ የምታስበውን ሁሉ አድርግ።,mee waan barbaachisaa jettanii yaaddan hunda godhaa.,General
እሱዋ የነርቭ መፈራረስ ላይ ነች።,narviin ishee cabsuuf qarqara irra jirti.,General
ልጄን አገባሁ።,intala koo irraan fuudhe.,General
ሪፐብሊካኖች በብዙ ግዛቶች ተሸንፈዋል።,rippabilikaanonni kutaalee biyyattii hedduu keessatti mo'amaniiru.,General
ከእርሱዋ ራቅ ብሎ ቆመ።,innis ishee irraa fagaatee dhaabbate.,General
ሳንታ ክላውስ በአመት አንድ ጊዜ ሊያየን ይመጣል።,santa claus waggaatti al tokko nu arguuf dhufa.,General
እነዚህን ጫማዎች ብቻ ገዛሁ።,kophee kana amma bitadheera.,General
ሀሳብ ብቻ ነው።,yaada qofa.,General
በዚህ ወር መጨረሻ ስራዬን ለመተው ወስኛለሁ።,dhuma baatii kanaatti hojii koo dhiisuuf murteesseen jira.,General
መዝሙር እንዘምር።,mee sirba haa faarfannu.,Religion
ቶም የቆዳ ሶፋ ገዛ።,toom sofaa gogaa bite.,General
ጃፓኖች ቤት ሲገቡ ጫማቸውን ያወልቃሉ።,jaappaanonni mana tokko yeroo seenan kophee isaanii ofirraa baasu.,General
ወላጆች እንዴት ያደርጉታል፧,warri akkamitti raawwatu?,General
መጨነቅ ምን ጥቅም አለው፧,yaaddoon maal fayyada?,General
ለእናቱ ደብዳቤ ይጽፋል።,xalayaa haadha isaaf barreessa.,General
በህጎቹ መሄድ አለብን።,seeraan deemuu qabna.,General
መጀመሪያ ላይ፣ በእውነት አሁንም ትንሽ ፈርቼ ነበር።,jalqaba irratti dhuguma ammallee xiqqoo sodaadheera.,Government
ጥሪ እየጠበቅኩ ነው።,bilbila eegaa jira.,General
ያ እንደማይሆን ሙሉ በሙሉ እርግጠኛ ነዎት፧,sun akka hin taane guutummaatti mirkaneeffatteettaa?,General
ዛሬ ማታ የመውጣት ያህል ይሰማኛል።,halkan kana akkan bahu natti dhagahama.,General
የሆነ ሰው አገኘሁ።,nama tokkon argadhe.,General
በፈለክ ቁጥር እዚህ መግባት አትችልም።,yeroo sitti dhaga'amu hundatti as barge qofa seenuu hin dandeessu.,General
እኛን ፎቶ ማንሳት ይችላሉ፧,suuraa nu kaasuun ni danda'amaa?,General
ቤቱን እንዲሸጥ ተናገርኩት።,mana isaa akka gurguru isa haasofsiise.,General
ፍርሃት ተሰማኝ።,sodaan natti dhaga'ame.,General
ቶም ጠረጴዛውን ማጽዳት ጀመረ።,toom minjaala qulqulleessuu jalqabe.,General
ከእርሱ ደብዳቤ ከደረሰህ ስንት ጊዜ ሆነህ፧,xalayaan erga isarraa dhuftee yeroo meeqa ta'eera?,General
ንግግራችንን አታቁዋርጥ።,haasaa keenya addaan hin kutin.,General
ንግግሩ በአንተ ላይ ያነጣጠረ ነበር።,yaadni sun sirratti kan xiyyeeffate ture.,General
አሁን ስለዚህ ጉዳይ ምን ያስባሉ፧,amma waa'ee sanaa maal jettu?,General
ደካማ የመስማት ችሎታ አካል ጉዳተኛ ነች።,dhageettii gaarii dhabuun qaama miidhamtee jirti.,General
ይህን መጽሄት ማንበብ ትፈልጋለህ፧,Barruu kana dubbisuu barbaaddaa?,General
አንድ ሰው እንደሆንክ ካሰብክ ሰው መሆን ያቆማል።,yoo nama sitti fakkaate nama ta'uu dhiista.,General
ካንተ ጋር ለመከራከር ጊዜ የለኝም።,yeroon si waliin falmu hin qabu.,Religion
እንዴት እንደማደርገው አላውቅም።,akkamitti akkan akkas godhu hin beeku.,General
ቀደም ምሳ በላሁ።,laaqana dafee nyaadhe.,Health/Medical
የእኛ ምስጢር ይሆናል።,iccitii keenya ta'a.,General
ያ ሰላሳ ዩሮ ያስወጣል።,sun yuuroo soddoma baasisa.,Business/Economy
እርስ በርሳችን መማር አለብን።,wal irraa barachuu qabna.,Education
እኛ እንደዚያ አናደርግም።,akkas hin goonu.,General
ገና በትክክል ቀን አላዘጋጀንም።,dhugumatti hanga ammaatti guyyaa hin murteessine.,Religion
ደደብ ነገር አናድርግ።,waan gowwummaa hin hojjennu.,General
አንድ ኩባያ ሻይ አስተካክልሃለሁ።,shaayii tokko siif sirreessa.,Agriculture
ሁለቱም ማልቀስ ጀመሩ።,lamaanuu boo'uu jalqaban.,General
ብዙ ሰዎች ተመሳሳይ ስሜት እንዲሰማቸው እመኛለሁ።,namoonni baay'een akkasuma osoo itti dhaga'amee natti tola.,General
ከአሁን በኹዋላ ወጣት አይደለህም።,kana booda dargaggeessa miti.,General
ማጉረምረም የለብኝም ብዬ አስባለሁ።,ani komachuu hin qabu jedheen tilmaama.,General
የእኔ ኢንቨስትመንቶች በአመት 10 በመቶ ገደማ ያገኛሉ።,invastimantiiwwan koo waggaatti gara dhibbeentaa 10 argatu.,Business/Economy
አንተ እዚህ ነበርክ አይደል፧,guyyaa tokko qofa as turte mitii?,General
ለምን ያህል ጊዜ መቆየት እንደምችል አላውቅም።,hanga yoomitti turuu akkan danda'u hin beeku.,Health/Medical
በከተማዋ የጸጥታ ጥበቃው ጨምሯል።,nageenyi magaalattii keessatti dabaleera.,Government
የምንጭ ኮድ በነጻ ይገኛል።,koodiin madda bilisaan ni argama.,General
ቡድኑ ከጨዋታው በፊት በጣም ተጨንቆ ነበር።,gareen kun tapha dura baayyee rifatee ture.,General
ለንግድ ወደዚያ እየሄድክ ነው፧,daldalaaf achi deemtaa?,Business/Economy
እኛ ባልና ሚስት ነን።,nuti hiriyoottan gaa'elaa dha.,General
ከደረጃው ወደቅኩ።,gullallee irraan gadi bu'e.,General
ና እና ውሰድ።,kottaa fudhadhaa.,General
መኪናውን አቁም።,konkolaataa dhaabaa.,General
ቴሌቪዥኑን ማጥፋት እንችላለን፧,tv dhaamsuu dandeenyaa?,General
እጆቼ ደነዘዙ።,harki koos ni dadhabe.,General
ይህ ሁልጊዜ ይከሰታል።,kun yeroo hunda ni ta'a.,General
ብዙ አሰብኩት።,baay'een itti yaade.,General
ቶም የቤት ስራህን ሰርቶልህ ያውቃል፧,toom hojii manaa kee siif hojjetee beekaa?,General
ደህንነት ይደውሉ!,nageenyaaf bilbilaa!,Government
ሳህኖቹ የት አሉ፧,dishiin eessa jira?,General
አልስምም እና አልናገርም።,hin dhungadhu hin himu.,General
እንደዚህ ማለት ትክክል ነው፧,akkana jechuun sirriidhaa?,General
አንተ ቶምን አቅለልክ።,Ati Toomiin xiqqeessite.,General
ባለቤቴ ነው።,inni abbaa warraa kooti.,General
እዚህ ለሁለት ሰአታት ቆይተናል።,sa'aatii lama lamaaf as turre.,General
ገላህን ወስደዋል፧,dhiqatteettaa?,General
የአየሩ ሁኔታ በጣም ቀዝቃዛ ከመሆኑ የተነሳ ሀይቁ ቀዘቀዘ።,haalli qilleensaa baayʼee qorraa waan tureef haroo sun ni qabbanaaʼe.,General
በቀጥታ ወደ ነጥቡ እገባለሁ።,sirritti gara dubbii sanaatti nan ga'a.,General
ለመደራደር ፈቃደኛ ነኝ።,araaramaaf fedhii qaba.,General
በትክክል ምን ማለት እንደሆነ አላውቅም።,hiikni isaa sirriitti hin beeku.,General
ቶም በጭራሽ እንደማያገኘው ገምቼ ነበር።,toom gonkumaa akka hin arganne tilmaame.,General
ከወንድምህ መለየት ከባድ ነው።,obboleessa kee irraa adda si baasuun nama rakkisa.,General
ወደ ውጭ ልትጥለኝ አትችልም።,ati na darbachuu hin dandeessu.,General
ቶም ለገና አንድ ቡችላ አግኝቱዋል።,toom ayyaana qilleedhaaf ijoollee saree tokko argate.,Religion
ጨዋ ሰው ነው። እንዲህ ያለ ነገር ሊናገር አይችልም።,inni nama gaarii dha. waan akkasii dubbachuu hin danda'u ture.,General
ዳርት እንጫወት።,mee dartii haa taphannu.,General
ቶም ከገና ዋዜማ ጀምሮ በሆስፒታል ውስጥ ቆይቱዋል።,toom jala bultii ayyaana masqalaa irraa eegalee hospitaala keessa jira.,Religion
ወደዚያ የመሄድ መብት የለህም።,achi dhaquuf mirga hin qabdu.,Government
በየቀኑ ጠዋት ቡና እጠጣለሁ።,ganama ganama buna nan dhuga.,Agriculture
የትኛውን መዝገበ ቃላት ነው የጠቀስከው፧,galmee jechootaa kam eerte?,General
ሴቶች ቅድሚያ።,dubartoota dursa.,General
እንዴት ልረሳህ እችላለሁ፧,akkamittan si dagadhee?,General
ይህን ጽሁፍ አንብበዋል፧,barreeffama kana dubbisteettaa?,Agriculture
ስለ እሱ ሁሉንም ነገር ማወቅ እፈልጋለሁ።,waa'ee isaa waan hunda beekuu barbaada.,General
እሱ እዚህ አለመኖሩን የማትገነዘበው መስሎኝ ነበር።,inni as akka hin jirre hin hubattu jedheen yaade.,General
እናንተ ባለቤቶች ናችሁ።,isin abbootii qabeenyaa.,General
እሱዋ የቶም እህት ነች።,isheen obboleettii toomii ti.,General
የእንግሊዝኛው ትምህርት በ8፡30 ተጀመረ።,barumsi afaan ingilizii sa'aatii 8:30 irraa eegale.,Education
ከባድ በረዶ ቢኖርም መጣ።,qorqorroon cimaan utuu jiruu dhufe.,General
አንተ ማየት የማትችል ደደብ ነህ፧,akka malee gowwaa taatee arguu dadhabdee?,General
ሀብታም መሆናችንን ሁሉም ያውቃል።,dureeyyii ta'uu keenya hunduu ni beeka.,General
መጠጣት አለብን።,dhugaatii dhuguu qabna.,General
በጊዜው እንዲደርስ ሮጦ ሄደ።,yeroodhaan akka achi ga'uuf fiige.,General
የእግዚአብሄርን ትእግስት አትሞክር።,obsa waaqayyoo hin yaalin.,Religion
ቶም እግር ኳስ መጫወት ይወዳል።,toom kubbaa miilaa taphachuu ni jaallata.,General
ቀድሞውንም አልጋ ላይ ነበርኩ።,duraanis siree irra ture.,Health/Medical
የሙዋቹን ስም የሚያውቅ አለ፧,namni maqaa nama du'ee beeku jiraa?,General
መኪናዬን ያቆምኩበት ቦታ ይህ አይደለም።,bakki ani konkolaataa koo itti dhaabe kun miti.,General
መልሱ አዎ ነበር።,deebiin isaas eeyyee ture.,General
ሽንት ቤትህን መጠቀም እችላለሁ፧,mana fincaanii keessan fayyadamuu nan danda'aa?,General
ሁሌም አስተማሪ አልነበርኩም።,yeroo hundumaa barsiisaa hin turre.,Education
ቂጣውን ከምድጃ ውስጥ አወጣሁ።,keekii sana foonnicha keessaa baase.,General
እዚህ ወድጄዋለሁ።,asitti baay'een jaalladha.,General
ቶም ተጠራጣሪ ይመስላል።,toom shakkii waan qabu fakkaata.,General
ለዚያ ሹመት ብቁ ለመሆን ቢያንስ ሁለት አመት ይፈጅባታል።,gitoota hojii sanaaf ulaagaa guutuuf yoo xiqqaate waggaa lama ishee fudhata.,Government
ቲቪ ካየሁ በኹዋላ ወደ መኝታ ሄድኩ።,erga tv ilaalee booda ciise.,General
እንዳንተ ፈረንሳይኛ ብናገር እመኛለሁ።,osoon akkuma keessan afaan faransaayii akka gaariitti dubbachuu danda'ee natti tola.,General
እርግጠኛ ነኝ ተስፋ አደርጋለሁ።,akkas jedheen abdadha jedheen abdadha.,General
ቶም የአየር ማቀዝቀዣውን አጠፋ።,toom qilleensa to'atu cufe.,General
ለጸሀፊዬ እንኳን አልነገርኩትም።,barreessaa koottillee hin himne.,General
እኔን ባጃጅ ማድረግ አቁም።,badgering na dhiisaa.,General
እረፍት እናድርግ።,mee boqonnaa haa fudhannu.,Education
ሶስት ብርጭቆ ውሃ ጠጣ።,bishaan koochoo sadii dhuge.,Business/Economy
መንቃት አልነበረብህም።,na dammaqsuu hin qabdu turte.,General
ምቻለኝን አደርጋለው።,waan danda'u hunda nan godha.,General
ማርያም የገጠር ልጅ ነች።,maariyaam intala baadiyyaati.,Religion
ጥያቄውን ያልተረዳህ ይመስለኛል።,gaaffiin isin hin galle natti fakkaata.,Education
እሁድ እቤት ብዙም አይቆይም።,wiixata mana turuun yeroo muraasa.,General
በቦርሳዬ ውስጥ አንዳንድ ማህተሞች አሉኝ።,borsaa koo keessa chaappaa tokko tokko qaba.,General
ስነ ስርአቱ በንግግራቸው ተጀመረ።,sirnichi haasaa isaatiin eegale.,General
ያንን ለማድረግ በጣም ትንሽ ነዎት።,ati akkas gochuuf baay'ee xiqqaadha.,General
የላክሽልኝን ደብዳቤ ደግሜ እያነበብኳቸው ነበር።,xalayaa ati naaf ergite irra deebi'ee dubbisaa ture.,General
ምንም ቢሆን ይህንን ፈተና ማለፍ አለብኝ።,"qormaata kana darbuun qaba, waan fedhes ta'u.",Education
የእነዚህን ግድግዳዎች ቀለም እጠላለሁ።,halluu dallaa kanaa nan jibba.,General
ያ በጣም ስስ ሁኔታ ነበር።,haalli sun haala baayʼee micciiramaa ture.,General
ሌላ ብርጭቆ ውሃ ይፈልጋሉ፧,bishaan koochoo biraa ni barbaaddaa?,Business/Economy
ከእሱ ራቁ።,irraa fagaadhaa.,General
ጥልቅ ጉድጓድ ቆፍሩ።,boolla gadi fagoo qotaa.,General
ከአንተ ጋር ብቻ መነጋገር አለብኝ።,si qofa waliin dubbachuu qaba.,General
ጥሩ እንደሰራህ ሰምቻለሁ።,gaarii akka hojjette dhaga'eera.,General
ግልጽ የሆነ ማጭበርበር ነው።,soba ta'uun isaa ifaadha.,General
እንደማልፈልግ ከልቤ ተስፋ አደርጋለሁ።,akka hin taane onneen abdadha.,General
መነጽር አይኖችዎን ከአቡዋራ ይከላከላሉ።,goggles ija keessan biyyee irraa eega.,General
ይቅር ለማለት ወስኛለሁ።,dhiifama siif gochuuf murteesseen jira.,General
እንደዚህ አይቼህ አላውቅም።,akkasitti si argee hin beeku.,General
ያንን እንድታደርግ እረዳሃለሁ።,sana gochuuf si gargaara.,General
ጸሀይ ስትወጣ የጠዋት ጭጋግ ቀስ በቀስ ይጠፋል።,yeroo aduun baatu awwaara ganama suuta suutaan ni bada.,General
አትበላም፧,hin nyaattu?,Agriculture
ጥሩ ስሜት መፍጠር እፈልጋለሁ።,yaada gaarii uumuun barbaada.,General
አብራችሁ ቆዩ።,waliin turaa.,General
በንግግር ውድድር አንደኛ ሽልማት አግኝታለች።,dorgommii haasaa kanaan badhaasa tokkoffaa argatteetti.,Business/Economy
ቶም ከማርያም ጋር ጓደኛ አደረገ።,toom meerii wajjin michummaa uume.,Religion
ጉዳዩ በፍጥነት ተወስኗል።,dubbiin dafee murtaa'e.,General
ስለታመመ በስብሰባው ላይ መገኘት አልቻለም።,dhukkubsateef walgahicha irratti argamuu hin dandeenye.,Government
መጠበቅ አይቻልም።,eegguun hin danda'amu.,General
ቶም መስኮቱን ተዘግቱዋል።,toom foddaa cufamee ture.,General
ማንኛውም ሰው በቀላል ሙከራ ከባህር ውሃ ውስጥ ጨው ማምረት ይችላል።,namni kamiyyuu yaalii salphaadhaan bishaan galaanaa irraa soogidda oomishuuf ni danda'a.,General
ይህ ያልተለመደ ጥያቄ ነው።,kun gaaffii hin baratamnedha.,Education
በጭራሽ እንዳትደውል የነገርኩህ መሰለኝ።,gonkumaa naaf hin bilbiliin siin jedhe natti fakkaate.,Business/Economy
ሃያ ቤተሰቦች እዚህ ይኖራሉ።,maatiin 20 as jiraatu.,Education
በአሁኑ ጊዜ እቅዱ አሁንም በአየር ላይ ነው።,yeroo ammaa karoorri ammallee qilleensarra jira.,General
ከትንሽ ልጅነቴ ጀምሮ ህልሜ ነው።,ijoollummaa kootii kaasee abjuu kooti.,General
አንድ ብርጭቆ ውሃ ስጠኝ እባክህ።,mee bishaan koochoo tokko naaf kenni.,Business/Economy
ቦርሳዬ በጣም አርጅቱዋል። አዲስ መግዛት አለብኝ።,borsaan koo garmalee dulloomeera. haaraa bitachuun qaba.,General
እዚያ እንድትገባ ልፈቅድልህ አልችልም።,achitti si galchuu hin danda'u.,General
ከሶስት ወር በፊት ከፍ ከፍ ተደርጌያለሁ።,ji'a sadii dura guddina argadheera.,General
ቀደም ብለው መተኛት አለብዎት።,daftee ciisuu qabda.,Health/Medical
ጥሩ ጅምር ነው አይመስልህም፧,jalqaba gaarii dha sitti hin fakkaatuu?,General
Tufts ዩኒቨርሲቲ በቦስተን ውስጥ በጣም ታዋቂ ትምህርት ቤት ነው።,yuunivarsiitiin tufts mana barumsaa baayyee beekamaa boston keessatti argamudha.,Education
እነዚህን ሁሉ ሰዎች ታውቃለህ፧,namoota kana hunda beektaa?,General
ነፍሴን ገለጽኩላት።,lubbuu koo isheef qullaa baase.,General
ምን አየተደረገ ነው፧,maaltu deemaa jira?,General
ይህ መልስ ተናደደው።,deebiin kun isa aarse.,Education
እኔ ተመሳሳይ እድሜ ነኝ።,umuriin koo wal fakkaata.,General
በፓስፊክ ውቅያኖስ ላይ የተደረገውን ጉዞ አስደስቶኛል።,imala galaana paasifikii qaxxaamuree godhe baayʼeen gammade.,General
የሚለውን ለመመለስ ፈቃደኛ አልሆንኩም።,sana deebisuu nan dide.,General
እንድል የፈለከውን ነው፧,kana akkan jedhu barbaadduu?,General
ጠበኛ ነህ።,ati aggaammiidha.,General
ረዘም ላለ ጊዜ መቆየት እፈልጋለሁ።,yeroo dheeraa turuun barbaada.,General
የአያቴ ፎቶግራፍ ግድግዳው ላይ ነው።,suuraan akaakayyuu koo dallaa irratti argama.,General
ምርጫዬ አይደለም።,filannoo koo miti.,Government
ተሳስታችኹዋል።,dogoggortee jirta.,General
የልጅነት ጊዜዋን ውድ ትዝታዎችን ትወዳለች።,yaadannoowwan gati jabeessa yeroo ijoollummaashee baayʼee jaallatti.,General
ልጁ ታክሲዋ ጭጋግ ውስጥ ጠፋች አለ።,mucaan kun taaksiin awwaara keessa akka bade dubbate.,General
ፒሳ ዝግጁ ነው።,piizaan qophaa'eera.,General
ቶም እንዳደረገው እንዴት ታውቃለህ፧,toom akkas akka godhe akkamitti beekta?,General
ጥሩ የመጀመሪያ ስሜት መፍጠር ፈልጌ ነበር።,yaada jalqabaa gaarii qabaachuu barbaade.,Government
የጥፋተኝነት ስሜት እንዲሰማህ ለማድረግ እየሞከርኩ አይደለም።,yakki akka sitti dhagahamu gochuuf hin yaalu.,General
ቶም እንደዚህ ያለ ነገር ማድረግ አልቻለም።,toom waan akkasii gochuu hin dandeenye.,General
ይህ መጽሀፍ ብዙ ስእሎችን ይዟል።,kitaabni kun fakkiiwwan hedduu of keessaa qaba.,General
ምንም ገንዘብ አልነበረንም።,maallaqa hin qabnu turre.,Business/Economy
ቶም በጣም ተገረመ።,toom ajaa'ibsiifate.,General
ይህ የሆነ ቀልድ ነው፧,kun qoosaa gosa tokkoodhaa?,General
ቶም በየቀኑ ፒያኖ ይጫወታል።,toom guyyaa guyyaan piyaanoo taphata.,General
እግር ኳስ ሲጫወት እጁን ሰበረ።,kubbaa miilaa taphachaa osoo jiruu harka isaa cabse.,General
ክሬዲት ካርዴ ስለጠፋኝ ነው የምደውለው።,kaardii liqii koo waanan dhabeef bilbilaa jira.,General
ራሴን እየተንከባከብኩ ነው።,of ilaalaa jira.,General
ትልቅ ክፍል ለራሱዋ አላት።,kutaa guddaa sana guutummaatti ofumaaf qabdi.,Education
እንስሳትን እወዳለሁ።,bineensota nan jaalladha.,Agriculture
ቶም አሁን ነቅቱዋል።,toom amma dammaqee jira.,General
ቶም እዚህ ማድረግ ይወዳል።,toom asitti akkas gochuu ni jaallata.,General
ቶም የመታጠቢያ ገንዳውን አጸዳው።,toom bathtub sana xuuxe.,General
ቀለሞችን እወዳለሁ።,Halluuwwan nan jaalladha.,General
ከ 455 ሴቶች አንዷ እርጉዝ መሆኗን እስከ ሃያኛው ሳምንት እርግዝና ድረስ አይገነዘቡም።,dubartoota 455 keessaa tokko hanga torban digdamaffaa ulfaatti ulfa ta'uu ishee hin hubattu.,General
ቶም እንደገና ሳቀ።,toom ammas qoosaa.,Religion
መሄድ እንችላለን፧,deemnee ni dandeenyaa?,General
