Amharic,Oromo,domain
ከማርያም ጋር በፍፁም መለያየት አልነበረብኝም።,silaa gonkumaa maariyaam waliin addaan ba'uu hin qabu ture.,Religion
በእኔ ላይ ሊሆን ይችላል ብዬ አስቤ አላውቅም።,na mudachuu danda'a jedhee yaadee hin beeku.,General
በእኔ ላይ ይሆናል ብዬ አስቤ አላውቅም።,na mudata jedhee yaadee hin beeku.,General
እንዲህ እንሆናለን ብዬ አስቤ አላውቅም።,akkasitti dhumna jedhee yaadee hin beeku.,General
ዶክተር ትሆናለህ ብዬ አስቤ አላውቅም።,doktora taata jedhee yaadee hin beeku.,Health/Medical
ሥዕሉን ያገኘሁት በጨረታ ነው።,fakkii kana caalbaasii irrattin argadhe.,General
ብዙ ጊዜ መጻሕፍቱን ከቤተ-መጽሀፍት እወስዳለሁ።,yeroo baayyee kitaabota mana kitaabaa irraan liqeessa.,General
ማክሰኞ እና ሀሙስ ብቻ ነው የምመጣው።,kibxataa fi kamisa qofan dhufa.,General
በማቀዝቀዣዬ ውስጥ ቅቤ ብቻ ነው ያለኝ.,firijii koo keessa dhadhaa qofa qaba.,Agriculture
ያንን አንድ ዘፈን እንዴት እንደምጫወት አውቃለሁ።,sirba tokko sana qofa akkan taphadhu nan beeka.,Health/Medical
ደነገጥኩ እና ምን ማድረግ እንዳለብኝ አላውቅም።,anis rifadhee waanan godhu wallaale.,General
እሱን ለማየት እድሉን አሳልፌያለሁ።,carraa isa arguuf argadhe darbe.,Health/Medical
እንዲሳተፍ ወንድሜን አሳምኜዋለሁ።,obboleessi koo akka hirmaatu amansiise.,General
ለራሴ ሌላ ስኒ ቡና አፈሰስኩ።,buna biraa ofitti naqe.,Agriculture
ቤት ከመቀመጥ መውጣትን እመርጣለሁ።,mana turuurra bahuun filadha.,General
ለመብረር በባቡር መጓዝ እመርጣለሁ።,balalii irra baaburaan imaluu nan filadha.,General
ምናልባት የሆነ ነገር ማለት ነበረብኝ።,silaa waan tokko dubbachuun qaba ture.,General
በአንተ ላይ እንደማደርገው ቃል እገባለሁ።,akkan siif tolchu waadaa siif gala.,General
ቤተ መፃህፍቱ ውስጥ ወደ እናትህ ሮጥኩ።,mana kitaabaa keessatti haadha kee waliin wal arge.,General
መጽሀፉን ከመጀመሪያው እስከ መጨረሻ አነበብኩት።,kitaabicha jalqabaa hanga dhumaatti dubbiseera.,Government
ስላነሳኸኝ በጣም አደንቃለሁ።,na kaasuun kee baay'een dinqisiifadha.,Agriculture
በእውነት ብዙ ምርጫ የለኝም አይደል?,dhuguma filannoo baay'ee hin qabu mitii?,Government
በእውነቱ ለምን እንደ ሆነ አላውቅም።,dhuguma maaliif akkas akka ta'e hin beeku.,General
በእርግጥ ይህ አስፈላጊ አይመስለኝም።,dhuguma sun barbaachisaa natti hin fakkaatu.,General
በእውነት ቶምን ማሳዘን አልፈልግም።,dhugumayyuu toom abdii kutachiisuu hin barbaadu.,Religion
ከእርስዎ ጋር ጊዜ ማሳለፍ በጣም ያስደስተኛል.,yeroo isin waliin dabarsuun baay'ee na gammachiisa.,Agriculture
ነገሮች እንደሚሆኑልህ በእውነት ተስፋ አደርጋለሁ።,dhuguma wanti hundi akka isiniif milkaa'u abdiin qaba.,Religion
ያበስልከኝን በጣም ወድጄዋለሁ።,wanti ati naaf bilcheessite baay'een jaalladhe.,General
ይህንን አሁን ልጨርሰው።,dhuguma kana amma xumuruu qaba.,General
እንዳየኹዋት አወኳት።,akkuma argeen ishee adda bahe.,General
ባየኹዋት ቅጽበት ነው የማውቃት።,yeroon ishee argu ishee adda baaseera.,General
ከዚህ ቀደም ይህን ባለማድረግ ተጸጽቻለሁ።,kana dura akkas gochuu dhabuu kootti nan gaabba.,Health/Medical
እንደ ትላንትናው አስታውሳለሁ።,akka waan kaleessaa ta'ee nan yaadadha.,General
ሥራ ያገኘበትን አመት አስታውሳለሁ።,bara hojii argate nan yaadadha.,General
እየሆነ ያለውን ለማየት በፍጥነት ወጣሁ።,waan ta'aa jiru ilaaluuf ariifadheen ba'e.,General
እንደምችል ሳይሆን እንደምችል ነው ያልኩት።,ani akkan danda'u malee nan danda'a jedheen.,Health/Medical
ቶምን ትናንት አይቼው ነበር እና አዝኗል።,kaleessa toom argeen gadda fakkaata ture.,General
በጣራው ላይ አንድ ሸረሪት ሲራመድ አየሁ.,saroonni tokko foddaa irra osoo deemaa jirtu arge.,General
አንድ እንግዳ በሩ ላይ ቆሞ አየሁ።,nama hin beekne tokko balbala dura dhaabatee arge.,General
ነጭ ውሻ ከአጥሩ ላይ ሲዘል አየሁ።,saree adii tokko dallaa irra utaaluu arge.,General
ይህን ፊልም ከረጅም ጊዜ በፊት አይቻለሁ።,fiilmii kana yeroo baayyee dheeraa dura argeera.,General
በቤተ መፃህፍቱ ውስጥ ደጋግሜ አየዋለሁ።,yeroo ammaa mana kitaabaa keessatti isa nan arga.,General
በጥሞና ማዳመጥ ነበረብኝ።,silaa caalaatti sirriitti dhaggeeffachuu qaba ture.,General
ስለዚያ አንዳንድ ጊዜ ልነግርዎ ይገባል.,waa'ee sanaa yeroo tokko isinitti himuun qaba.,General
አጠር ያለ የተጠቃሚ ስም መምረጥ ነበረብኝ።,silaa maqaa fayyadamaa gabaabaa filachuu qaba ture.,General
ከሶስት ሳምንታት በፊት ያንን ማድረግ ነበረብኝ።,silaa torban sadii dura akkas gochuu qaba ture.,General
ይህን ማድረግ የነበረብኝ ከረጅም ጊዜ በፊት ነው።,silaa yeroo dheeraa dura kana gochuu qaba ture.,General
ዣንጥላ ይዤ መሄድ ነበረብኝ።,silaa gaaddisa fudhadhee deemuun qaba ture.,General
ያንን በቁም ነገር ልመለከተው ይገባ ነበር።,silaa sana caalaatti akka ciminaatti fudhachuu qaba ture.,General
ያንን ማድረግ አልነበረብኝም። አዝናለሁ.,silaa akkas gochuu hin qabu ture. dhiifama.,General
ብቻዬን ወደዚያ መሄድ አልነበረብኝም።,silaa kophaa koo achi dhaquu hin qabu ture.,General
በክረምቱ ውስጥ በሁለት ብርድ ልብሶች እተኛለሁ.,yeroo qorraa qilxuu lama qabadheen rafa.,Business/Economy
አንዳንድ ጊዜ በሆዴ ውስጥ ህመም ይሰማኛል.,yeroo tokko tokko garaa kootti dhukkubbiin natti dhagahama.,Health/Medical
ቀኑን ሙሉ ልብ ወለድ በማንበብ አሳለፍኩ።,guyyaa guutuu asoosama dubbisuun dabarse.,Business/Economy
መኪናውን ለመጠገን ሦስት ሰአታት አሳለፍኩ.,konkolaataa sana suphuudhaan saʼaatii sadii dabarseera.,General
ከመውጣት ይልቅ ቤት ቀረሁ።,ba'uu dhiisee mana ture.,General
ያበደርከኝ ዣንጥላ አሁንም አለኝ።,gaaddisa ati naaf liqeessite ammallee qaba.,General
አሁንም ቶም የሆነ ነገር እየደበቀ ነው ብዬ አስባለሁ።,ammallee toom waan tokko dhoksaa jira jedheen yaada.,General
አሁንም ይህ ምርጥ ምርጫ ነው ብዬ አስባለሁ.,ammallee filannoo hundarra gaarii ta'e kana natti fakkaata.,Government
በሌላ ቀን ባንተ ቦታ ቆሜያለሁ።,guyyaa tokko bakka kee bira dhaabadheen ture.,General
ከ2003 እስከ 2007 በቦስተን ተምሬያለሁ።,bara 2003 hanga 2007tti boston keessatti baradhe.,General
ከእንግሊዝኛ በተጨማሪ ፈረንሳይኛ እማራለሁ.,afaan ingiliffaatiin alatti afaan faransaayii nan baradha.,General
እኔ ለዚህ ክፍያ እንድከፍል ትፈልጋለህ ብዬ አስባለሁ።,kanaaf akkan kaffalu barbaadda jedheen yaada.,General
ዳግመኛ እንደማላደርገው እምልህ።,lammata akkan hin goone siif kakadha.,General
በበጋ ውስጥ በየቀኑ ማለት ይቻላል እዋኛለሁ።,ganna guyyaa hunda jechuun ni danda'ama dambali'a.,Agriculture
በሳምንት አምስት ቀናት እዚህ ትምህርቶችን አስተምራለሁ።,torbanitti guyyaa shan asitti daree barsiisa.,Education
ዛሬ ትንሽ የበላሁ ይመስለኛል።,har'a xiqqoo waanan nyaadhe natti fakkaata.,General
ከእነዚህ ውስጥ አንዱን የምገዛ ይመስለኛል።,kanneen keessaa tokko bitachuuf waanan jiru natti fakkaata.,General
ያንተ የሆነ ነገር ያገኘሁ ይመስለኛል።,waan kee waanan argadhe natti fakkaata.,General
ነገሮች በቁጥጥር ስር ያሉ ይመስለኛል።,waan to'adheera jedheen yaada.,Agriculture
ቶም እንዲረዳን ያሳመንኩት ይመስለኛል።,toom akka nu gargaaru amansiise natti fakkaata.,General
ቶም ሁሉንም ነገር ያልነገረን ይመስለኛል።,toom waan hunda nutti hin himne natti fakkaata.,General
ቶም እንደኔ የተገረመ ይመስለኛል።,toom akkuma koo waan ajaa'ibsiifate natti fakkaata.,General
ይህን ማድረግ ስህተት ይመስለኛል።,sana gochuun dogoggora ta'a jedheen yaada.,General
የሆነ ነገር የሚደብቀኝ ይመስለኛል።,waan tokko na dhoksee jira jedheen yaada.,General
የእሱ አስተያየት በጣም አስፈላጊ ነው ብዬ አስባለሁ.,yaadni isaa baayyee barbaachisaa natti fakkaata.,General
ውሻ የማገኝበት ጊዜ አሁን ይመስለኛል።,yeroon ani saree argadhu ga'eera jedheen yaada.,General
ሥራ ለማግኘት ጊዜው አሁን ይመስለኛል።,yeroon hojii argadhu ga'eera jedheen yaada.,General
ወደ መኝታ የምሄድበት ጊዜ አሁን ይመስለኛል።,yeroon ani ciisu ga'eera jedheen yaada.,General
የምሄድበት ጊዜ አሁን ይመስለኛል።,amma yeroon ani deemu ga'eera jedheen yaada.,General
እኔ የማፈናቀልበት ጊዜ አሁን ይመስለኛል።,yeroon ani itti dhidhiitu amma natti fakkaata.,General
የሴት ጓደኛዬ ቆንጆ ነች ብዬ አስባለሁ።,jaalalleen koo akkanatti nama bareedduu natti fakkaata.,General
ቶም በኹዋላ ይመጣል ብዬ አስባለሁ።,toom booda ni dhufa jedheen yaada.,General
ማድረጉ ስህተት ይመስለኛል።,kana gochuun dogoggora ta'a jedheen yaada.,General
በቅርቡ ዝናብ መዝነብ የሚጀምር ይመስለኛል።,yeroo dhiyootti roobni ni jalqaba jedheen yaada.,Agriculture
ትክክለኛ ግምገማ ይመስለኛል።,sun madaallii sirrii natti fakkaata.,Education
ይህን ለማድረግ ከሁሉ የተሻለው መንገድ ይመስለኛል.,kun karaa hundarra gaarii ta'e natti fakkaata.,General
ይህን ለማድረግ ብቸኛው መንገድ ይህ ይመስለኛል.,karaan ittiin hojjetamu kana qofa natti fakkaata.,General
ይህ ትርጉም ትክክል አይደለም ብዬ አስባለሁ።,hiikkaan kun sirrii miti jedheen yaada.,General
ይህ እንደ ማገጃ የሚሆን ይመስለኛል።,kun akka ofirraa ittisuutti ni hojjeta jedheen yaada.,General
ፖሊሲያችንን መቀየር ያለብን ይመስለኛል።,imaammata keenya jijjiiruu qabna jedheen yaada.,Government
አሁን ስለዚህ ጉዳይ መነጋገር ያለብን ይመስለኛል።,amma waa'ee kanaa dubbachuu qabna jedheen yaada.,General
ተጨማሪ ጊዜ የሚያስፈልገን ይመስለኛል።,yeroo dabalataa nu barbaachisa jedheen yaada.,General
ቶም እያደረገ ያለው ነገር በጣም ጥሩ ይመስለኛል።,wanti toom hojjechaa jiru waan ajaa'ibaa natti fakkaata.,General
እኔ እና አንተ መነጋገር ያለብን ይመስለኛል።,aniifi ati haasa'uu qabna jedheen yaada.,General
ያ እውነት እንዳልሆነ የምታውቅ ይመስለኛል።,sun dhugaa akka hin taane waan beektu natti fakkaata.,Religion
ያ ተገቢ እንዳልሆነ ታውቃለህ ብዬ አስባለሁ።,sun sirrii akka hin taane waan beektu natti fakkaata.,Business/Economy
የተናገርኩትን በተሳሳተ መንገድ የተረዱት ይመስለኛል።,waan ani jedhe dogoggoraan waan hubatte natti fakkaata.,General
ባለህበት መቆየት ያለብህ ይመስለኛል።,bakka jirtutti turuu qabda jedheen yaada.,General
እራስህን እየተቃረነህ ይመስለኛል።,ati of faallaa waan jirtu natti fakkaata.,General
ይህን የምትወደው ይመስለኛል።,kan kana jaallachuuf deemta jedheen yaada.,General
ጊዜህን የምታጠፋው ይመስለኛል።,yeroo kee qisaasessuu qofa natti fakkaata.,General
የሚያስብልህ አንተ ብቻ ይመስለኛል።,kan dhimmamtu si qofa natti fakkaata.,General
ዳግመኛ ላላይህ እንደምችል አስቤ ነበር።,lamma booda si arguu dhiisuu danda'a jedheen yaade.,Health/Medical
በጭራሽ እንዳትደውል የነገርኩህ መሰለኝ።,gonkumaa naaf hin bilbiliin siin jedhe natti fakkaate.,Business/Economy
ጸጉርህን ቆርጬ የነገርኩህ መስሎኝ ነበር።,rifeensa kee muradhu siin jedhe natti fakkaate.,General
ትክክለኛውን ነገር እያደረግኩ ነው ብዬ አስቤ ነበር።,waan sirrii hojjechaa jira jedheen yaade.,General
የልብ ድካም እያጋጠመኝ መስሎኝ ነበር።,dhukkuba onneen qaba jedheen yaade.,Health/Medical
መልሱን እንደማላውቅ አሰብኩ።,deebii isaa hin beeku jedheen yaade.,General
ሞቼ ወደ ሰማይ የሄድኩ መስሎኝ ነበር።,du'ee gara samiitti waanan deeme natti fakkaate.,General
ቶም እና ማርያም ሁለቱም ሞተዋል ብዬ አስብ ነበር።,toomii fi meerii lamaan isaanii iyyuu duʼaniiru jedheen yaade.,Religion
ጥሩ ሀሳብ መስሎኝ ነበር።,yaada gaarii natti fakkaate.,General
እዚህ መኪና ማቆም ህገወጥ መስሎኝ ነበር።,asitti konkolaataa dhaabuun seeraan ala natti fakkaate.,Government
ማድረግ የምችለው ትንሹ ነገር ነው ብዬ አስቤ ነበር።,waan xiqqaa ani gochuu danda'u natti fakkaate.,General
ይህን ማድረግ ከባድ እንደሆነ አሰብኩ።,sana gochuun rakkisaa ta'a jedheen yaade.,General
ቶምን መገረም የሚያስደስት መስሎኝ ነበር።,toom ajaa'ibsiisuun na gammachiisa jedheen yaade.,General
እኔ የተወሰነ ጥቅም ሊሆን ይችላል ብዬ አሰብኩ.,faayidaa tokko tokko qabaachuu dandaʼa jedheen yaade.,General
ዘይቤያዊ አነጋገር ብቻ መስሎኝ ነበር።,meetaafoora qofa natti fakkaate.,General
ማድረግ ቀላል እንደሚሆን አሰብኩ።,raawwachuun salphaa ta'a jedheen yaade.,General
የምንጋጭ መስሎኝ ነበር።,kufuuf jirra jedheen yaade.,General
አብረን እንዝናናለን ብዬ አሰብኩ።,waliin bashannana jedheen yaade.,General
ፈረንሳይኛ መናገር እንደምትችል አስቤ ነበር።,afaan faransaayii dubbachuu dandeessa jedheen yaade.,Health/Medical
ጓደኛ መጠቀም እንደምትችል አስቤ ነበር።,hiriyaa fayyadamuu dandeessa jedheen yaade.,Health/Medical
እየቀለድኩ እንደሆነ ታውቃለህ ብዬ አስብ ነበር።,akkan qoosaa jiru beekta jedheen yaade.,General
ማወቅ ትፈልግ ይሆናል ብዬ አሰብኩ።,tarii beekuu barbaadda jedheen yaade.,General
ሄዳህ ትተኸኝ እንደሆነ አሰብኩ።,deemtee na dhiistee deemte jedheen yaade.,General
ይህንን ማየት ትፈልጋለህ ብዬ አስቤ ነበር።,kana arguu ni barbaadda jedheen yaade.,General
ይህ ሕንፃ የተተወ መስሎኝ ነበር።,gamoon kun waan gatame natti fakkaate.,General
በኹዋላ መሰባሰብ እንደምንችል አስቤ ነበር።,booda walitti dhufuu dandeenya jedheen yaade.,Health/Medical
በጣም ጥሩ ግንኙነት እንዳለን አሰብኩ።,hariiroo guddaa qabna jedheen yaade.,General
እኛ ቀድሞውንም የተስማማን መስሎኝ ነበር።,sana duruu qubsiifne jedheen yaade.,General
ለእራት የምንወጣ መሰለኝ።,irbaata nyaachuuf waan baane natti fakkaate.,General
ወደ አንተ ቦታ የምንሄድ መስሎኝ ነበር።,bakka kee deemna jedheen yaade.,General
ይህን እንደማናደርግ መሰለኝ።,kana hin goonu jedheen yaade.,General
ከዚያ በኹዋላ የምንጨነቅበት መስሎኝ ነበር።,booda waa'ee sanaa ni yaaddofna jedheen yaade.,General
ለገንዘብ ምንም ደንታ የለህም መሰለኝ።,maallaqaaf dhimma hin qabdu jedheen yaade.,Agriculture
እስከ አሁን ያንን የተማርክ መስሎኝ ነበር።,yeroo ammaa kana waan sana barte natti fakkaate.,Agriculture
አሁን እየቀለድኩ እንደሆነ የምታውቅ መስሎኝ ነበር።,qoosaa qofa akkan jiru waan beektu natti fakkaate.,General
አንተም ተመሳሳይ ስሜት ሊሰማህ ይችላል ብዬ አስብ ነበር.,atis akkasuma sitti dhaga'amuu danda'a jedheen yaade.,General
አንዳንድ ኩባንያ ሊወዱት እንደሚችሉ አስብ ነበር.,dhaabbata tokko tokko jaallachuu dandeessu jedheen yaade.,Business/Economy
ያንን ማወቅ ትፈልጋለህ ብዬ አስብ ነበር።,sana beekuu ni jaallattu ta'a jedheen yaade.,General
ቤት የምትቀር መስሎኝ ነበር።,mana turuuf deemta jedheen yaade.,General
ጥሩ ጊዜ እያሳለፍክ መስሎኝ ነበር።,yeroo gaarii dabarsitu natti fakkaate.,General
አስቂኝ ለመሆን እየሞከርክ መስሎኝ ነበር።,qoosaa ta'uuf yaalaa jirta jedheen yaade.,General
በእኔ ትከፋለህ ብዬ አስብ ነበር።,natti mufatta jedheen yaade.,General
በዚህ ላይ ፍላጎት እንዳለህ አስብ ነበር።,kanaaf fedhii qabda jedheen yaade.,General
ያን አስደሳች ሆኖ ያገኙታል ብዬ አስቤ ነበር።,sana hawwataa ta'ee sitti mul'ata jedheen yaade.,General
ውሻዬን በአትክልቱ ውስጥ ካለው ዛፍ ጋር አሰርኩት።,saree koo muka iddoo biqiltuu keessa jiru tokkotti hidhe.,Agriculture
ውሻዬን በግቢው ውስጥ ካለው ዛፍ ጋር አሰርኩት።,saree koo muka mooraa keessa jirutti hidhe.,Agriculture
ለቶም ማርያም እውነቱን እየተናገረ ነው አልኩት።,toom meerii dhugaa dubbachaa akka jirtu itti hime.,Religion
ለቶም አደገኛ እንደሚሆን ነገርኩት።,balaa akka qabaatu toomiin itti hime.,General
ወደ ቶም እንደማልደውል ነግሬሃለሁ።,toomiin bilbiluuf akkan hin deemne sitti himeera.,Business/Economy
ቶም ይባላል አልኩህ አይደል?,maqaan isaa toom jedhama sitti himeera mitii?,General
አይሰራም አልኩህ አይደል?,hin hojjetu siin jedhe mitii?,General
ቅዳሜና እሁድ እንዳትደውልልኝ ነግሬሃለሁ።,dhuma torbanitti akka naaf hin bilbille sitti himeera.,Business/Economy
ለማንም እንዳትናገር ነግሬሃለሁ።,ani akkas namatti hin himne siin jedhe.,General
ትመጣለህ ብዬ ነው የወሰድኩት።,ati dhufta jedheen akka waan salphaatti fudhadhe.,General
ኮቴ ሞቅ ስለነበር አወለቅኩት።,kootiin koo waan ho'aa ta'eef ofirraa baaseera.,General
በየስድስት ሰአቱ የሙቀት መጠኑን እወስድ ነበር።,sa'aatii jaha jahatti ho'a qaamaa koo fudhadheen ture.,General
ኮቴውን አውልቄ ስለነበር ነው።,kootiin koo waan ho'aa ta'eef ofirraa baaseera.,Business/Economy
በየቀኑ ማለት ይቻላል ጽሑፎችን እተረጉማለሁ።,guyyaa hunda jechuun ni danda’ama barreeffamoota nan hiika.,General
እንደዚህ እንደሚሰማህ በእውነት አላውቅም ነበር።,dhuguma akkas akka sitti dhaga'amu hin beeku ture.,Religion
ስለ ቶም ብዙ ላለማሰብ እሞክራለሁ።,waaʼee toomii garmalee akkan hin yaadne nan yaala.,General
የሕዝብ መጸዳጃ ቤቶችን ላለመጠቀም እሞክራለሁ።,mana fincaanii ummataa fayyadamuu irraa fagaachuuf nan yaala.,General
በጣም አስፈላጊ የሆኑትን ቃላቶች አስመርሬያለሁ.,jechoota baay’ee barbaachisoo ta’an jala sararee ture.,General
ችግሩን እንዴት እንደሚፈታ ተረድቻለሁ.,rakkoo kana akkamitti akka furamu naaf gala.,General
በአስቸኳይ ወደ መጸዳጃ ቤት መሄድ አለብኝ.,hatattamaan gara mana fincaanii deemuun na barbaachisa.,General
የተናገርከውን ሁሉ አምን ነበር።,duraan waan ati jettu hunda nan amana ture.,General
ወደዚያ ቤተ መጻሕፍት ለመማር እሄድ ነበር።,dur mana kitaabaa sana dhaqee baradheen ture.,Education
አንድ ነበረኝ ግን ተሰረቀ።,"duraan tokko qaba ture, garuu hatame.",General
ጊታርን በጥሩ ሁኔታ እጫወት ነበር።,duraan gitaara haala gaariin taphachaa ture.,General
ከእስር ቤት እንድትወጣ ጠብቄሃለሁ።,mana hidhaa keessaa akka baatu si eegeen ture.,Government
እስከ አስር ሰአት ድረስ ጠበኩት።,hanga sa'aatii kudhanitti ol isa eege.,General
ይህንን ሰነድ በደንብ ማየት እፈልጋለሁ።,sanada kana akka gaariitti ilaaluun barbaada.,Agriculture
በጸሃይ ሃይል የሚሰራ መኪና እፈልጋለሁ።,konkolaataa humna aduutiin hojjetu barbaada.,General
ለልደቴ አዲስ ኮምፒውተር እፈልጋለሁ።,guyyaa dhaloota kootiif kompiitara haaraa barbaada.,Education
የወሰድከኝን መመለስ እፈልጋለሁ።,waan ati narraa fudhatte deebisee barbaada.,General
ምን እንደተፈጠረ ሁሉም ሰው እንዲያውቅ እፈልጋለሁ.,waan ta'e hunduu akka beeku nan barbaada.,General
ሁለታችሁም መጨቃጨቃችሁን እንድታቆሙ እፈልጋለሁ።,lamaan keessan wal falmuu akka dhiiftan nan barbaada.,General
ይህ በተቻለ ፍጥነት እንዲስተካከል እፈልጋለሁ.,kun dafee akka sirreeffamu nan barbaada.,General
ለሌላው ቀን ይቅርታ መጠየቅ እፈልጋለሁ።,guyyaa darbeef dhiifama gaafachuu barbaada.,Religion
አንድ ቀላል ጥያቄ ልጠይቅህ እፈልጋለሁ።,gaaffii salphaa tokkon isin gaafachuu barbaada.,Education
መኪናዎን ለአንድ ሰአት መበደር እፈልጋለሁ.,konkolaataa kee sa'aatii tokkoof liqeessuu barbaada.,General
ጥቂት ጥንድ ሱሪዎችን መግዛት እፈልጋለሁ.,suree muraasa bitachuu barbaada.,General
ሕይወቴን ለትምህርት ማዋል እፈልጋለሁ.,jireenya koo barnootaaf kennuu barbaada.,Education
የቤት ስራዎን ልረዳዎ እፈልጋለሁ.,hojii manaa keessan irratti isin gargaaruun barbaada.,General
በውሻ ምትክ ድመት ማቆየት እፈልጋለሁ.,saree dhiisee saree qabachuun barbaada.,General
ይህ ሁሉ ስለ ምን እንደሆነ ማወቅ እፈልጋለሁ.,kun maal akka ta'e beekuu barbaada.,General
አሁን የምታዩትን ማወቅ እፈልጋለሁ።,yeroo ammaa kana waan argitan beekuu barbaada.,General
እዚህ ምን እየሰሩ እንደሆነ ማወቅ እፈልጋለሁ።,maal akka ati asitti hojjettu beekuu barbaada.,General
በቶም ምን እንደተፈጠረ ማወቅ እፈልጋለሁ።,toom maaltu akka mudate beekuu barbaada.,General
የት ለመኖር እንዳሰቡ ማወቅ እፈልጋለሁ።,bakka jiraachuuf karoorfatte beekuu barbaada.,General
ባህሪዬን ማስተካከል እፈልጋለሁ።,amala koo kana sirreessuu barbaada.,General
ዛሬ ማታ በራሴ አልጋ ላይ መተኛት እፈልጋለሁ.,halkan kana siree mataa koo irra ciisuun barbaada.,Health/Medical
ስለዚህ ዝርዝር ላነጋግርዎ እፈልጋለሁ.,waa'ee tarree kanaa isin waliin haasa'uu barbaada.,General
ስመለስ እዚህ እንድትሆኑ እፈልጋለሁ።,yeroon deebi'u asitti akka argamtu nan barbaada.,General
ጥሩ የሌሊት እረፍት እንድታገኝ እፈልጋለሁ።,boqonnaa gaarii akka argattu nan barbaada.,Education
ከዚህ እንድወጣ እንድትረዳኝ እፈልጋለሁ።,as keessaa akkan bahu akka na gargaartan barbaada.,General
እንዳምንህ እንድታውቅ እፈልጋለሁ።,akkan si amanu akka beektu nan barbaada.,General
ወደ መደብሩ እንድትሮጥልኝ እፈልጋለሁ።,akka naaf gara mana daldalaa fiigdu nan barbaada.,General
ዙሪያውን በደንብ እንድትመለከቱት እፈልጋለሁ።,akka gaariitti naannoo keessan akka ilaaltan nan barbaada.,Agriculture
ስለ ጉዞህ እንድትነግረኝ እፈልጋለሁ።,waa'ee imala keessanii akka natti himtu barbaada.,General
አንድ ጥሩ ነገር ላደርግልህ ፈልጌ ነበር።,waan gaarii siif gochuu barbaade.,General
አድናቆቴን ላሳያቸው ፈለግሁ።,dinqisiifannaa koo isaanitti argisiisuun barbaade.,General
ፊት ለፊት ላናግራቸው ፈለግሁ።,fuulaa fuulatti isaan haasofsiisuun barbaade.,General
ያንን ፊልም ከእርስዎ ጋር ማየት ፈልጌ ነበር።,fiilmii sana si waliin ilaaluun barbaade.,General
ጭሱን ከዚህ ማየት ችያለሁ።,aarri kana as irraa arguu danda'eera.,General
እኔም ተመሳሳይ ነገር ልጠቁም ነበር።,anis kanuma yaada dhiyeessuuf ture.,General
በጣም ጨለማ ስለነበር ፈራሁ።,baay'ee dukkanaa'aa waan tureef sodaadhe.,General
ጉዳት እንዳይደርስብኝ ፈራሁ።,miidhamuu danda'a jedheen sodaadhe.,General
በመልክቱ በጣም አስደነቀኝ።,mulʼanni kun baayʼee na dinqisiise.,General
ጉዳዩን ሙሉ በሙሉ አላውቅም ነበር።,dhimmicha guutummaatti wallaale.,General
ያለፈቃዴ እንድጠጣ ተገድጃለሁ።,fedhii koo malee dhuguuf dirqame.,General
እኔም ተመሳሳይ ነገር ልጠይቅህ ነበር።,anis kanuma si gaafachuuf ture.,General
ንግግሩ በጣም አስደነቀኝ።,haasaan sun baayʼeen dinqisiifadhe.,General
ስልኩ ሲደወል ገላው ውስጥ ነበርኩኝ።,yeroon bilbilli bilbilamu mana dhiqannaa keessa ture.,General
ለመጨረሻው ባቡር በሰአቱ ላይ ነበርኩ።,baabura isa dhumaa yeroon isaa gahe.,General
ጥሩ መቀመጫ ለማግኘት እድለኛ ነበርኩ።,carraa gaarii argadheen teessoo gaarii argadhe.,General
ከትንሽ በላይ ተስፋ ቆርጬ ነበር።,xiqqoo caalaa mufadheera.,General
ቪዛ እንደምፈልግ ተነግሮኝ አያውቅም።,viizaa akkan barbaachisu natti himamee hin beeku.,Government
ይህንን የውሻ ቤት የገነባሁት እኔ ነበርኩ።,mana saree kana kan ijaare ana ture.,General
እኔ ነበርኩ በሩን አንኳኳ።,kan balbala rukute ana ture.,General
መጠበቅ አለብን ያልኩት እኔ ነበርኩ።,eeguu qabna kan jedhe ana ture.,General
ሰራዊቱን ለመቀላቀል እያሰብኩ ነበር።,waraana seenuuf yaadaa ture.,General
ሀኪም ማየት እንዳለብኝ ተነገረኝ።,doktara ilaaluu akkan qabu natti himame.,General
ፊቱዋን ለማየት በጣም አፍሬ ነበር።,fuula ishee ilaaluuf baay'een qaana'e.,General
በወቅቱ ቴሌቪዥን እመለከት ነበር።,yeroo sanatti televijiinii ilaalaa ture.,General
እሱን ስጎበኘው እንኳን ደህና መጣችሁ ነበር።,yeroon isa daawwadhu hundatti simannaa naaf godhame.,General
እጆቼን በሳሙና እና በውሃ ታጥቤያለሁ.,harka koo saamunaa fi bishaaniin dhiqadhe.,General
መጀመሪያ ላይ እሱን ማመን አልቻልኩም።,jalqaba irratti isa amanuu hin dandeenye.,Government
የመውጣት ስሜት ውስጥ አልነበርኩም።,dhuguma miira ba'uu keessa hin turre.,General
ትናንት ከሰአት በኹዋላ ፊልም አይቻለሁ።,kaleessa waaree booda fiilmii tokko ilaaleen ture.,General
በሳምንት ብዙ ጊዜ የሳር ሜዳችንን አጠጣለሁ።,torbanitti yeroo hedduu marga keenya nan obaasa.,Agriculture
ዝናብ እየዘነበ ቢሆንም ወጣሁ።,roobni osoo roobuus bahe.,Agriculture
