Amharic,Oromo,domain
ለአንድ ደቂቃ ያህል ላስብ።,Daqiiqaa tokkoof mee ani haa yaadu.,General
ቶም ማርያምን አልስምም አለ።,Toom Maariyaamiin hin dhungadhuu jedhe.,Religion
ትንሽ ቀድመህ መነሳት አለብህ።,Xiqqoo dursitee ka'uu qabda.,General
የመሬቱ ባለቤት ማን እንደሆነ ማንም አያውቅም።,Abbaan lafa kanaa eenyu akka ta'e namni beeku hin turre.,Business/Economy
ቶም ብዙ ዘፈኖችን ያውቃል።,Toom sirboota baay'ee beeka.,General
ወፎች አንዳንድ ጊዜ በአውሮፕላኖች ውስጥ በመግባታቸው አደጋን ያመጣሉ።,Simbirroonni yeroo tokko tokko karaa xiyyaaroota keessa seenuu isaaniitin balaa geessisu.,General
አስገራሚ እንድሆን ፈልጌ ነበር።,Ajaa'ibsiisaa akka ta'u barbaadeen ture.,General
ከውጭ ከመጣ ተማሪ ጋር ጓደኛ ፈጠርኩ።,Barataa biyya alaa irraa dhufe tokko waliin michummaa nan uume.,Education
እኛ አሁን አጭር ነን።,Amma nuuti gabaabaadha.,General
ይህንን በየቀኑ ማድረግ የለብንም።,Guyyaa guyyaan kana gochuu hin qabnu.,General
ያ ስም ነው።,Sun maqaa dha.,General
የጭስ ማውጫውን ማጽዳት አለበት።,Aara baastuu sana qulqulleessuu qaba.,General
በዚህ አካባቢ ብዙ ጊዜ ከጃፓን ቱሪስቶች ጋር እንገናኛለን።,Yeroo baay'ee naannoo kana keessatti daawwattoota Jaappaan waliin wal argina.,Religion
አልጋው ስር የሆነ ነገር አለ።,Siree jala wanti ta'ee jira.,Health/Medical
በሩን ክፍት አድርጎ ተወው።,Balbala banaa dhiise.,General
በረራው አስር ሰአት ፈጅቶብናል።,Balaliin kun sa'aatii kudhan nutti fudhateera.,General
ምንም ችግር አጋጥሞህ የማያውቅ ከሆነ ምክር መስጠት ቀላል ነው።,Rakkoon homaayyuu si mudatee hin beekuu taanaan gorsa kennuun salphaadha.,General
ማነው ስራ የለቀቀው፧,Eenyuutu hojii gadhiise?,General
ለአንድ ሃብታም ሰው ሰርቷል።,Nama sooressa tokkoof hojjeteera.,General
አንድ ነገር ብቻ ነው የምለው።,Wanta tokko qofan jedha.,General
የውጭ ቋንቋወችን መማር አስደሳች ነው።,Afaanaata alaa barachuun nama gammachiisa.,Education
ስምህን አላገኘሁትም።,Maqaa kee hin arganne.,General
በጀታችን ያንን ቅንጦት አይፈቅድም።,Baajatni keenya qananii sana hin hayyamu.,General
ቶም ይህንን ክፍል እንከን የለሽ እንዲሆን ይፈልጋል።,Toom kutaa kana mudaa kan hin qabne akka ta'uu barbaada.,Education
በእውነት ብዙ የሚያመሳስለን ነገር አለን።,Dhuguma waan wal nu fakkeessuu baay'ee qabna.,Religion
እሽ የገባኝ ይመስለኛል።,"Tole, waan naaf galee natti fakkaata.",General
እያሄድኩ ነው።,Deemaan jira.,General
አንዳንድ ጊዜ ላሞች በጫካወች ይገደላሉ።,Yeroo tokko tokko saawwan bosonaan ni ajjeefamu.,General
"መቸም ከጠባቂወች አያልፍም። ""የእኔን እድል እጠቀማለሁ።""","Gonkumaa waardiyyaa bira hin darbitu. ""Carraa koo nan fayyadama.""",General
ዝናብ በሚዘንብበት ጊዜ አውቶቡሶቹ ይቆያሉ።,Yeroo roobni roobu otoobisoonni ni turu.,Agriculture
ቶም ከእኔ ያነሱ ጓደኞች አሉት።,Toom hiriyyoota na caalaa xiqqaa qaba.,General
እኔም ተመሳሳይ ነገር ማድረግ አለብኝ።,Anis wanta walfakkaatuu gochuun qaba.,General
እኔን ለማዳን መጣ።,Ana fayyisuuf dhufe.,General
ወደ እሱ ቤት እንሄዳለን። መምጣት ይፈልጋሉ፧,Gara mana isaa ni deemna. Dhufuu barbaadduu?,General
እባካችሁ የቤት ስራችሁን ነገ አስገቡ።,Maaloo hojii manaa keessan boru galchaa.,General
ይህን ማድረግ እንደምትችል አውቄ ነበር።,Kana gochuu akka dandeessu beekeen ture.,Health/Medical
በፍጥነት መስራት ያስፈልግወታል።,Saffisaan hojjechuun isin barbaachisa.,General
ለአንድ ሰከንድ ላናግርህ፧,Sekondii tokkoof si haasofsiisuu?,General
ወደ የጭነት መኪና ሰልፍ እሄዳለሁ።,Gara hiriira konkolaataa fe'umsaatti nan deema.,General
በየቀኑ ጠዋት የባቡር ሃድዶችን እናቋርጣለን።,Guuyyaa hunda ganama daandii baaburaa ni qaxxaamurna.,General
ለመጨረሻው ባቡር በሰአቱ ላይ ነበርኩ።,Baabura isa dhumaaf yeroo isaa irran ture.,General
ገንዘቡን ያስቀምጡ።,Maallaqa sana kaa'a.,General
ወደ ቶኪዮ፣ ጃፓን መደወል እፈልጋለሁ። ቁጥሩ 3202-5625 ነው።,"Gara Tookiyoo, Jaappaaniitti bilbiluun barbaada. Lakkoofsi isaa 3202-5625 dha.",General
ቃላትን በመገምገም በየቀኑ ትንሽ ጊዜ ማሳለፍ አለቦት።,Guyyaa guyyaan yeroo xiqqoo jechoota gamaaggamuuf dabarsuu qabdu.,Agriculture
ሞባይል ስልክ አለህ፧,Bilbila mobaayila qabdaa?,General
ቶም ማርያም ይህን እንደምታደርግ ተንብዮ ነበር።,Toom Maariyaam kana akka gootu tilmaamee ture.,Agriculture
ወደዚያ እመለስበታለሁ።,Gara sanatti nan deebi'a.,General
ለቁርስ ብዙ ብበላም ቀድሞውንም ተርቤ ነበር።,"Cireedhaaf baay'ee nyaadhus, duruu beela'een ture.",Agriculture
ወደ ቶም ቤት ደወልኩ ግን ማንም አልመለሰልኝም።,"Gara mana Toomitti nan bilbile, garuu namni deebii naaf kenne hin jiru.",General
ሞኝነት ስለሰራሁ አፈርኩኝ።,Gowwummaa waanan hojjedheef nan qaana'e.,Agriculture
ኮፍያ አለው።,Barneexaa uffatee jira.,General
ራሴን እንደምንም ጠቃሚ ማድረግ እችላለሁ፧,Haala kamiinuu faayidaa akka qabu of gochuu nan danda'aa?,Health/Medical
ሁለታችንም ፈረንሳይኛ እናጠናለን።,Lamaan keenya iyyuu Afaan Faransaayii ni qo'anna.,General
ህብረቱ ለደሞዝ ጥያቄው መጠነኛ ነበር።,Gamtaan kun gaaffii mindaa isaa irratti xiqqaa ture.,Education
በክፍሉ ውስጥ ትንሽ የቤት እቃወች ነበሩ።,Kutaa sana keessa meeshaaleen manaa xiqqaa turan.,General
ይህ መጽሃፍ ምናብወን ያነቃቃል።,Kitaabni kun yaada keessan ni dammaqsa.,Education
ሌላም ምክንያት ነበር።,Sababni biraas ni ture.,Agriculture
ቶም ያለ ምንም ምልክት ጠፋ።,Toom mallatto tokko malee bade.,Health/Medical
ይህ ልዩ ምሽት ነው።,Kun galgala adda ta'edha.,General
የማያውቁትን ታፍራለች።,Kan hin beekneetti ni qaanoofti.,General
ባለፈው ሳምንት ነበር።,Torban darbe ture.,General
ይህን ትንሽ ሳጥን እንኳን ማንሳት አልችልም።,Sanduuqa xiqqoo kanallee ol kaasuu hin danda'u.,General
ስለ ጉዳዩ በቀጥታ እናገራለሁ።,Waa'ee dhimmichaa kallattiin nan dubbadha.,General
የወንድ ጓደኛ አልፈልግም።,Jaalallee hin barbaadu.,General
አይነ ስውር ዘረፉኝ።,Jaamaa na saaman.,General
በፈገግታ ተቀበለኝ።,Innis kolfaa na simate.,General
ሁለቱም ሊኖሯችሁ አይችሉም።,Kanneen lamaan qabaachuu hin dandeessan.,General
ቶም በእሳተ ገሞራው ጠርዝ ላይ የራስ ፎቶ እያነሳ ነበር እግሩ ስቶ ወደ ጉድጓዱ ውስጥ ወደቀ።,Toom qarqara volkaanoo sanaa irratti suuraa ofii kaasaa turee miila isaa dhabee gara boolla keessa kufe.,General
ሰፊ ነቅቸ ነበር።,Ani bal'inaan dammaqeen ture.,General
ይህን ውይይት አስቀድመን አድርገናል።,Marii kana dursinee gooneerra.,Religion
ከዝርዝሩ ተወግዷል።,Tarree keessaa baafameera.,General
ቶም ሰኞ ከሰአት በኋላ በማርያም ቤት ነበር።,Toom wiixata waaree booda mana Maariyaamiitti ture.,Religion
ውሻወ ምን ሆነ፧,Saree keessan maal ta'ee?,General
አባየ ለገና ምን ልታገኘኝ ነው፧,"Abbaa, ayyaana qilleef maal naaf fiduuf deemta?",Religion
እሱ አይን አፋር ነው፣ እና ካልተናገራቸው በስተቀር በጭራሽ አይናገርም።,"Inni qaana'aadha, yoo isaaniitti dubbate malee gonkumaa hin dubbatu.",General
ከእሱ ጋር መነጋገር አለብህ።,Isa waliin haasa'uu qabda.,General
እባክወን ይህንን ማስተካከል ይችላሉ፧,Maaloo kana sirreessuu dandeessu?,General
አሁን የሞትን ያህል ጥሩ ነን።,Amma akka duneetti gaariidha.,Religion
መልሱን ማን ያውቃል፧,Deebii isaa eenyutu beeka?,General
"ሳይንቲስቶች የሰውን ልጅ ለመዝጋት ቅርብ ናቸው፧ ""በረጅም ጥይት አይደለም።""","Saayintistoonni ilma namaa cufuuf dhihoodha? ""Rasaasa dheeraatiin miti.""",General
ጽጌረዳወቹን መቁረጥ ያስፈልግወታል።,Rooza kutuun isin barbaachisa.,General
ንፋስ አልነበረም።,Qilleensi hin turre.,General
እንደዚህ አይነት ቋንቋ አልታገስም!,Afaan akkasii hin obsu!,Education
የምንኖርበት አካባቢ አንድ ትልቅ ፓርክ አለ።,Bakka jiraannutti dhihoo paarkiin guddaan tokko jira.,General
ሁሌም የሚናገሩት ይህንኑ ነው።,Yeroo hundakan dubbatan kanumadha.,General
እሱን ማናገር አያስፈልገኝም።,Isa waliin haasa'uun na hin barbaachisu.,General
በሚያሽከረክሩበት ጊዜ ወደ ግራ ይያዙ።,Yeroo konkolaachiistan gara bitaatti qabaa.,General
በትክክል ያድርጉት።,Sirritti hojjedhu.,General
እርቃኗን ሴት በጭራሽ አትመኑ።,Dubartii qullaa gonkumaa hin amaninaa.,General
ለመደወል ሞከርኩ ግን አልመለሱልኝም።,Bilbiluuf nan yaalee garuu naaf hin deebisne.,General
ይህን ሁሉ አደረግክ፧,Kana hunda gootee?,General
እነዚህ ክፍያወች ምንድን ናቸው፧,Kaffaltiiwwan kunneen maaliidha?,General
ጊዜ ምስጢር ነው።,Yeroon iccitiidha.,General
የፐርሽንግ ሃይሎች በቀጥታ ወደ ጦርነት አልተላኩም።,Humnoonni Pershing kallattiin gara waraanaatti hin ergamne.,Government
ወደ ቤት መሄድ እንዳለብህ ነግሬሃለሁ።,Gara manaatti deemuu akka qabduu sittii himeera.,General
ለምን አሁንም እዚህ አለህ፧,Ammallee maaliif as jirta?,General
እርግጠኛ ነኝ።,Ani mirkanaa'aa dha.,General
ቶም በመታጠቢያው ውስጥ ነበር።,Toom mana dhiqannaa keessa ture.,General
ሁሉም ትንፋሹን ያዙ።,Hunduu hafuura isaa qaban.,General
የበለጠ በጥንቃቄ ማንበብ ነበረብኝ ብየ አስባለሁ።,Silaa caalaatti sirriitti dubbisuun qaba ture jedheen yaada.,General
ቶም ምናልባት ማርያም ምን እንደሚያደርግ ተስፋ እንዳደረገች አያውቅም።,Toom tarii Maariyaam maal akka goodhu akka abdattee hin beeku.,Religion
ተጨማሪ መደረግ አለበት።,Kana caalaa godhamuu qaba.,General
እንደዛ መኖርን መገመት አልችልም።,Akkasitti jiraachuu tilmaamuu hin danda'u.,General
አንተ ለእኔ ትሰራለህ።,Ati anaaf hojjetta.,General
ጥሩ ስሜት እንድሰማህ የሚያደርግ ነገር የለም፧,Wanti miira gaarii akka sitti dhagaʼamu godhu hin jiruu?,General
አልወድህም።,Ani si jaalladhu.,General
በአሻንጉሊት እየተጫወተች ነው።,Ashaanguullitiin taphachaa jirti.,General
ያለ እርስወ መስራት አልችልም።,Isin malee hojjachuu hin danda'u.,General
በየቀኑ በባቡር ወደ ስራ እሄዳለሁ።,Guyyaa guyyaan baaburaan gara hojiitti nan deema.,General
ቶም እየቀነሰ ነው።,Toom hir'isaa jira.,General
ውጭ እንቀመጥ።,Ala haa teenyu.,General
መኪና ለመግዛት ገንዘብ የለኝም።,Konkolaataa bituuf maallaqa hin qabu.,Business/Economy
እንደገና ማድረግ የምትችል ይመስልሃል፧,Irra deebitee gochuu waan dandeessuu sitti fakkaataa?,Religion
እሰማሃለሁ።,Siin dhaga'a.,General
በዚህ ጉዳይ ተሳስቻለሁ።,Dhimma kana irratti dogoggoreera.,General
አስፈላጊ ነው፣ ስለዚህ አደርገዋለሁ።,Barbaachisaa dha kanaaf nan hojjedha.,General
የሚወዱት የቲቪ ኮከብ ማን ነው፧,Urjiin TV isin jaallattan eenyu?,General
ልከፍልህ የምችልበት ሌላ መንገድ አለ፧,Karaan biraa ani siif kaffalu danda'uu jiraa?,General
ፊልሙ የመጽሃፉን ያህል ጥሩ አይደለም።,Fiilmiichi akka kitaabichaa gaarii miti.,General
ይህን ማድረግ ለእኛ አስፈላጊ አይመስለኝም።,Kana gochuun nuuf barbaachisaa natti hin fakkaatu.,General
ዝግጁም አልሆንም፣ እዚህ መጣሁ።,"Qophaa'aa hin ta'uu,asan dhufe.",General
ደደብ ነህ፧,Ati doofaadhaa?,General
ስለሱ ሌላ ቃል መስማት አልፈልግም!,Waa'ee isaa jecha biraa dhaga'uu hin barbaadu!,General
ይህንን ማመን ይከብደኛል።,Kana amanuun na rakkisa.,General
ምንም እንዳደርግ አትፈልግም፧,Homaayyuu akkan godhu hin barbaadduu?,General
ለዚህ ውሳኔ ያነሳሳው ምን እንደሆነ እያሰብኩ ነበር።,Murtoo Kanaaf maaltu akka isa kakaase yaadaan ture.,Government
ሌሎች ወንዶች ምን እያደረጉ ነው፧,Dhiironni kaan maal hojjechaa jiru?,General
ቶም ይህንን ይፈልጋል።,Toom kana barbaada.,General
በእውነቱ እኔ እዚህ የመጣሁት ለዚህ ነው።,Dhuguma ani kanan as dhufeef kanaafidha.,General
ወፍ ብሆን እመኛለሁ።,Osoon simbirroo ta'ee nan hawwa.,General
ምን አመጣህ፧,Maal fiddee?,General
በማቀዝቀዣው ውስጥ ወተት አለን፧,Firijii keessa aannan jiraa?,Agriculture
ቶም አንዳንድ አትክልቶችን እና ፍራፍሬወችን ገዛ።,Toom kuduraa fi muduraa tokko tokko bite.,Agriculture
በሃይቁ አጠገብ ያለው ቤት የእኔ ነው።,Manni qarqara haroo jiru kan kooti.,General
ከቤተሰቡ መለየት አይወድም።,Maatii isaa irraa adda bahuu hin jaallatu.,General
ቶም እና ማርያም ቀጠሮወቻቸውን ሰርዘዋል።,Toomii fi Maariyaam beellama isaanii haqaniiru.,Religion
እንደ ትምህርት ቤት ልጅ እየደማክ ነው።,Akka mucaa mana barumsaatti dhiigaa jirta.,Education
ጊዜው ያለፈበት ነው።,Yeroo isaa kan itti darbeedha.,General
በቅርቡ እዚህ ይመጣል፧,Yeroo dhiyootti as dhufaa?,General
ምንም የሚጠራጠር አይመስለኝም ነበር።,Homaa waan shakkuu natti hin fakkaatu.,General
የቶም አፍንጫ ቀይ ነበር።,Funyaan Toomii diimaa ture.,General
ነገሮችን በመመደብ ጥሩ አይደለሁም።,Ani waantota ramaduu irratti ga'umsa hin qabu.,General
የማቀርበው ነገር የለኝም።,Waan dhiyeessu hin qabu.,General
ስነ ስርአቱ በነገው እለት ይካሄዳል።,Sirnichi guyyaa boruu ni adeemsiifama.,General
ለቶም አልኩት።,Anis Toomittan hime.,General
ቶም እውነቱን እንድታውቅ አይፈልግም።,Toom dhugaa jiru akka beektu hin barbaadu.,General
ምርጫህን እጠራጠራለሁ።,Filannoo kee nan shakka.,Government
ምግቡ እዚህ አለ።,Nyaanni as jira.,General
ዛሬ ምሽት ለእራት ምን አለ፧,Galgala kana irbaataaf maaltu jira?,General
ቶም ለምን እንዷሸሁ ማወቅ ትፈልጋለህ፧,"Maaliif akkan sobe beekuu barbaaddaa,Toom?",General
ክንዷን ወደ እጁ አስገባች።,Ciqilee ishee gara harka isaatti galchite.,General
እንባ በጉንጯ ላይ ወረደ።,Imimmaan maddii isheerra gadi yaa'e.,General
የት እንዳለ አሳይሃለሁ።,Eessa akka jiru sittan agarsiisa.,General
ማሰብ ዋጋ የለውም።,Yaaduun gatii hin qabu.,Business/Economy
ተታልላችኋል።,Gowwoomfamtaniittu.,General
ብብትዋን ተላጨች።,Boobaa ishee haaddatte.,General
ጊዜ ምን ያህል በፍጥነት እንደሚበር የማይታመን ነው።,Yeroon hammam saffisaan akka balali'u waan hin amannedha.,General
እነሱ ዝም አሉ።,Isaan ni callisan.,General
ጥያቄ መጠየቅ እችላለሁ፧,Gaaffii gaafachuu nan danda'aa?,Education
አደን ይወዳል።,Adamsuu ni jaallata.,Agriculture
ቶም ስለዚህ ጉዳይ አይናገርም።,Toom waa'ee dhimma kanaa hin dubbatu.,General
ተልእኮ ተፈጸመ።,Ergamni raawwatame.,General
ቶም እስካሁን በጥሩ ሁኔታ እየሰራ ነው።,Toom hanga ammaatti haala gaariin hojjechaa jira.,General
አንተ ቶምን አቅለልክ።,Ati Toomiin xiqqeessite.,General
እረፍት ለመውሰድ ምን ትላለህ፧,Boqonnaa fudhachuuf maal jettaa?,Education
ስራውን ከአንድ ሰአት ባነሰ ጊዜ ውስጥ ጨርሻለሁ።,Hojii kana sa'aatii tokko hin guunne keessatti xumureera.,General
ለእኔ የሚሆን ትክክለኛ ሰው አላገኘሁም።,Nama sirrii naaf ta'u hin arganne.,General
ቶም እስካሁን ያንን እንዳላደረገ ነገረኝ።,Toom hanga ammaatti sana akka hin goone natti hime.,General
ልጆች እወዳለሁ። ለዚህ ነው መምህር የሆንኩት።,Ijoollee nan jaalladha. Kanaafidha kanan barsiisaa ta'e.,Education
አሁን መልበስ ይችላሉ።,Amma uffachuu dandeessu.,General
ከሌለ ፍጠር።,Yoo hin jirre uumi.,General
አብዛኞቹ ሱቆች ተዘግተዋል።,Manneen daldalaa irra caalaan isaanii cufamaniiru.,General
እኔ ንጹህ እንደሆንኩ ደጋግሜ እላለሁ፣ ግን ማንም አይሰማኝም።,"Ani qulqulluu akkan ta'ee irra deddeebi'ee nan jedhaa, garuu namni na dhaggeeffatu hin jiru.",General
ሁለቱም እንመጣለን አሉ።,Lamaanuu ni dhufna jedhan.,General
ሁልጊዜ ከእኔ ገንዘብ ይበደራል።,Yeroo hunda qarshii na irraa liqeeffata.,Business/Economy
ዛሬ የምችለውን ሁሉ አደረግሁ።,Har'a waanan danda'u hunda nan godhe.,General
መልሶቹ በቀለም መጻፍ አለባቸው።,Deebiiwwan isaa halluun barreeffamuu qabu.,General
ልጇ በትራፊክ አደጋ ህይወቱ አለፈ።,Ilmi ishee balaa tiraafikaatiin lubbuun isaa darbe.,General
ያ አደጋ በከተማ ውስጥ ቢከሰት ኖሮ አደጋ ያመጣ ነበር።,Balaan sun osoo magaalaa keessatti mudatee balaa geessisa ture.,General
ቶም በሂሳብ ጎበዝ ነው።,Toom herrega irratti ga'umsa qaba.,General
እርስወ እዚህ አለቃ ነወት።,Ati asitti hogganaa dha.,General
አሁንም ፈረንሳይኛ አስተምራለሁ።,Ammallee Afaan Faransaayii nan barsiisa.,General
ደህና እደሩ አልኩኝ።,Nagaan bulaa nan jedhe.,General
እምላለሁ ቶምን ፈጽሞ አልጎዳሁትም።,Nan kakadha Toomiin gonkumaa miidhee hin beeku.,General
ያን ቅራኔ ምን ይሉታል፧,Komii sana maal jedhu?,General
ማርያምን እንድናገኝ የረዳን ቶም ነው።,Maariyaam akka argannu kan nu gargaare Toom dha.,Religion
እንደገና ለማየት እጓጓለሁ።,Irra deebi'ee arguuf nan hawwa.,Religion
እዛ ዝናብ እየዘነበ ነው።,Achitti roobni roobaa jira.,Agriculture
ያ የሴት ስራ ነው።,Sun hojii dubartiiti.,General
ድልድዩ በግምት አንድ ማይል ርዝመት አለው።,Riqichi kun tilmaamaan dheerina maayilii tokko qaba.,Agriculture
ከዳተኞች ናቸው።,Isaan gantootadha.,General
ቶም ማርያም ምን ማድረግ እንዳለባት ያውቅ ነበር።,Toom waan Maariyaam gochuu qabdu ni beeka ture.,Religion
በመጨረሻው ደቂቃ ላይ ስምምነቱ ፈርሷል።,Waliigaltichi daqiiqaa dhumaa irratti diigameera.,General
የተሳሳተ ዣንጥላ አልወሰድኩም።,Dibaabee dogoggoraa hin fudhanne.,General
የቤት ስራህን እንድረዳህ ትፈልጋለህ፧,Hojii manaa kee irratti akkan si gargaaru barbaaddaa?,General
ክፍሉ በጣም ሞቃት ነው በማለት ቅሬታዋን ተናገረች።,Kutaan sun garmalee ho'aadha jechuun komii ishee dubbatte.,General
እሱን የማግኘት ክብር አላገኘሁም።,Kabaja isa waliin wal arguu hin arganne.,Business/Economy
ነገ ቀኑን ሙሉ ዘገባየን እሰራለሁ።,Boru guyyaa guutuu gabaasa koo nan hojjedha.,General
ኮትህን ልበስ። ውጭ ቀዝቃዛ ነው።,Kootii kee uffadhu. Ala qorraadha.,General
ከቻልክ ለመተኛት ሞክር።,Yoo dandeesse rafuu yaali.,General
ምን ችግር እንዳለ አላውቅም።,Rakkoo maal akka jiru hin beeku.,General
ፊልም ማየት ይፈልጋሉ፧,Fiilmii ilaaluu barbaadduu?,General
እንደሚሰራ እናውቃለን።,Akka hojjetu ni beekna.,General
ቶም ይህን እንደማላደርግ ቃል ገባ።,Toom akkas akka hin goone waadaa gale.,General
ቶም ውሻውን እየሄደ ነው።,Toom saree isaa deemaa jira.,General
ኮንሰርቱ ሲጀመር ደግመህ ንገረኝ።,Konsartiichi yemmuu jalqabu irra deebi'ii natti himi.,General
ይህ መደብር ጥሩ አገልግሎት ይሰጣል።,Suuqiin sun tajaajila gaarii kenna.,Business/Economy
እኔ እንደማስበው የተሻለ አሰራር ለመዘርጋት በጣም አስቸጋሪ አይሆንም።,Akkan ani yaaduutti hojmaata gaarii diriirsuuf baay'ee ulfaataa hin ta'u.,General
እባኮትን ከፊት ደስክ አስረክቡ።,Maaloo minjaala fuulduraa irratti kenna.,General
ከአጎቴ ጋር ቀረሁ።,Essuma koo waliin nan hafe.,General
ሁሉም ጠጡ።,Hundi isaanii dhugan.,General
ቶም ላደረገው ነገር መክፈል አለበት።,Toom waan hojjeteef kaffaltii kaffaluu qaba.,General
ሰወች ማውራት ይወዳሉ።,Namoonni haasa'uu jaallatu.,General
ያ በጣም ከባድ ነው።,Sun baay'ee ulfaataadha.,General
ጫማዋን አጣበቀች።,Kophee ishee waliitti qabsiiste.,General
ቶም ለገና ቡችላ እንደሚፈልግ ተናግሯል።,Toom ayyaana Qillee irratti ijoollee saree akka barbaadu dubbata.,Religion
ቴኒስ እና ጎልፍ መጫወት እወዳለሁ።,Teenisii fi goolfii taphachuun natti tola.,General
እባክህ ምግብ እንዳዘጋጅ እርዳኝ።,Maaloo nyaata akkan qopheessu na gargaari.,General
እድሎቸን መጠቀም አለብኝ።,Carraawwan koo itti fayyadamuun qaba.,General
ይህ አረፍተ ነገር ምን ማለት ነው ብለው ያስባሉ፧,Himni kun maal jechuudha jettanii yaaddu?,General
በአደጋ ምክንያት ሰሚ አጥቷል።,Sababa balaa mudateen dhageetti dhabeera.,General
በማስተማር ብዙ ልምድ የለኝም።,Barsiisuu irratti muuxannoo guddaa hin qabu.,Education
ብቻዋን ወደ ሜክሲኮ ሄደች።,Kophaa ishee gara Meksikoo deemte.,General
እሱ የእግር ጉዞ ኢንሳይክሎፔድያ ብለው የሚጠሩት እሱ ነው።,Imalli miillaa sun insaayikilooppiidiyaa jedhanii kan waamam isadha.,General
እነዚህን ሁሉ ነገሮች በእርግጥ ማቆየት አንችልም፣ አይደል፧,Dhuguma wantoota kana tursiisuu hin dandeenyuu mitii?,General
በጣም ረጅም ጊዜ አብረን ነበርን።,Yeroo baay'ee dheeraa waliin turre.,General
ያ ሙሉ በሙሉ አስደናቂ ነበር።,Sun guutummaatti ajaa'ibsiisaa ture.,General
ለራስህ ተጠንቀቅ።,Ofiif of eeggadhu.,General
ቶም ሶስት አመት እስኪሆነው ድረስ አውራ ጣቱን ጠባ።,Toom hanga umuriin isaa waggaa sadii ta'utti abbuudduu isaa xuuxe.,General
ምን እንዳደርግ ጠብቀህ ነበር፧,Maal akkan godhu eegdee turte?,General
አሸባሪው ከመወርወሩ በፊት የእጅ ቦምቡ ፈነዳ እና ክንዱ ተነፈሰ!,"Boombiin harkaa sun osoo shororkeessaan sun hin darbatin dhoohe, ciqileen isaas afuura baafate!",Government
ብዙ ወንዶች ከእርስወ ጋር መውጣት እንደሚፈልጉ አውቃለሁ።,Dhiiroonni baay'een isiin waliin bahuu akka barbaadan nan beeka.,General
ዝናብ ቢዘንብም መውጣት ነበረብኝ።,"Roobni roobus, baʼuun narra ture.",Agriculture
ማንም ፍላጎት የለውም።,Namni fedhii qabu hin jiru.,General
በምትናገረው እስማማለሁ።,Waan ati dubbattu irratti nan walii gala.,General
መጽሃፍህ መቸ ነው የሚወጣው፧,Kitaabni kee yoom ba'aa?,Education
የጥርስ ሃኪም ቀጠሮ አለኝ።,Beellama ogeessa ilkaanii nan qaba.,Health/Medical
ይህ ሃር ለስላሳ ነው የሚሰማው።,Suufiin kun lallaafaa fakkaata.,General
መኪናው ወደ ግራ መታጠፍ ጀመረ።,Konkolaatichi gara bitaatti garagaluu egale.,General
ስቴክ አዘዘን።,Isteekii ajajne.,General
እንደዚህ አይነት ሙዚቃ ወደውታል ትመጣለህ።,Muuziqaa gosa kanaa jaallataniiru ni dhufta.,Education
ብዙ ነገሮችን በተመሳሳይ ጊዜ አያድርጉ።,Yeroo tokkotti wantoota baay'ee hin godhiina.,General
ቶም አሁንም አልከፈለኝም።,Toom ammallee kaffaltii naaf hin kaffalle.,General
መምህሩ የሚናገረውን ያዳምጡ።,Waan barsiisaan jedhu dhaggeeffadha.,General
ስብሰባው ሊጀመር ነው።,Walgahiichi jalqabuuf jedha.,Government
አያቴ የጨረቃ ማረፊያው ውሸት እንደሆነ ያምናል።,Akaakayyuun koo ji'a irratti bu'uun soba akka ta'ee ni amana.,General
ይህ ይረዳል።,Kun ni gargaara.,General
ኮቴን አይተሃል፧,Kootii koo argiteettaa?,General
የሚገርመኝ ምንም የሚያደርጉት ነገር ባለመኖሩ ነው።,Wanti na ajaa'ibuu wanti hojjetan jiraachuu dhabuun isaati.,General
ልመታው ፈልጌ ነበር፣ እሱ ግን ከእኔ ሸሸ።,Isa rukutuu barbaadeen ture inni garuu na jalaa baqate.,General
የገናን ዛፍ እናስጌጥ።,Mee muka ayyaana qillee haa faaynu.,Religion
ማንም እንድረዳህ አትጠብቅ።,Namni akka si gargaaru hin eegin.,General
በይነመረብ ላይ ተመለከትኩት።,Intarneetii irraan ilaale.,General
ማስረጃው ውስጥ ነው።,Ragaan isaa keessa jira.,General
ለወደፊቱ ይህንን ችግር ማስወገድ እፈልጋለሁ።,Gara fuulduraatti rakkoo kana dhabamsiisuu nan barbaada.,General
አንዳንድ የሳል ጠብታወች ሊሰጡኝ ይችላሉ፧,Cophawwan qufaa tokko tokko naaf fiduu dandeessuu?,Health/Medical
ሁለቱም በዚያ የትራፊክ አደጋ ውስጥ እንዳልነበሩ ተስፋ አደርጋለሁ።,Lamaan isaanii iyyuu balaa tiraafikaa sana keessatti akka hin hirmaanne abdiin qaba.,General
ቶም ገንዘብ ከፍሏል።,Toom maallaqa kaffaleera.,Business/Economy
ከክፍል ጓደኞቿ በተሻለ እንግሊዝኛ ትናገራለች።,Hiriyyoota ishee daree keessa jiran kamiyyuu caalaa Afaan Ingiliffaa ni dubbatti.,Education
ትከሻየ ታመመ።,Gateettiin koo dhukkubate.,General
የጥበብ ጥርሶቸ እየገቡ ነው።,Ilkaan ogummaa koo galaa jira.,General
"በቅርቡ ዝናብ የሚዘንብ ይመስለኛል። ""እኔም።""","Yeroo dhiyootti roobni waan roobu natti fakkaata. ""Anis.""",Agriculture
