Amharic,Oromo,domain
ሌላ ቢራ እፈልጋለሁ።,biiraa biraa nan barbaada.,General
ቀዝቃዛው የአየር ሁኔታ በመንገድ ላይ ነው።,qilleensi qorraa karaa irra jira.,Agriculture
እነዚያ ምን ችግር አለባቸው፧,warri maaltu isaan mudate?,General
ከቤቴ ርቆ ይኖራል።,mana koo irraa fagoo jiraata.,Education
ትኩረት ለማድረግ ተቸግሬአለሁ።,xiyyeeffachuuf rakkachaa jira.,General
አንድን ነገር ከማከናወኑ በፊት ሁል ጊዜ በጥንቃቄ ያቅዳል።,yeroo hunda waan tokko hojjechuu isaa dura of eeggannoodhaan karoorfata.,General
ያልተበላሸ ነው።,hin miidhamne.,General
ይህ አረፍተ ነገር ትርጉም አለው፧,himni kun hiika qabaa?,General
ለመግለጽ አስቸጋሪ ነው።,ibsuun rakkisaadha.,General
ወጥመድ ሊሆን ይችላል።,kiyyoo ta'uu danda'a.,General
በቂ ገንዘብ ያለን አይመስለኝም።,maallaqa gahaa qabna jedhee hin yaadu.,Business/Economy
የዚህ ጨርቅ ርዝመት ስንት ነው፧,dheerinni huccuu kanaa meeqa?,General
እሱን ይከታተሉት።,isa hordofaa.,General
"አንድ ሰው አልበርት አንስታይን እንዳለው ""የተለመደ አስተሳሰብ በአስራ ስምንት አመቱ የተገኘ የጭፍን ጥላቻ ስብስብ ነው።""","namni tokko akka natti himetti albert einstein ""common sense jechuun walitti qabama loogii umurii kudha saddeetitti argamaniidha.""",General
ይህን ማን ሊያምን ይችላል፧,kana eenyutu amanuu dandaʼa?,General
የበጀት ቀውስ እያጋጠመን ነው።,rakkoon baajataa nu mudachaa jira.,Government
አንዳንድ ግዢ ልታደርግልኝ ትችላለህ፧,shopping tokko tokko naaf gochuu dandeessaa?,Business/Economy
አውቶብሳችን ከከባድ መኪና ጋር ተጋጨ።,otoobisii keenya konkolaataa fe'umsaa waliin walitti bu'e.,General
ደንቦቹን የሚጥሱ ሰዎች ይቀጣሉ።,kanneen seera cabsan ni adabama.,Agriculture
ምን ያህል ዋጋ አስከፍሉዋል፧,baasiin isaa meeqa ture?,Business/Economy
ተገርመዋል።,isaanis ni ajaa'iba.,General
ጊዜ እየተቀየረ ነው።,yeroon jijjiiramaa jira.,General
ቶምን ማሳዘን አንፈልግም።,toom abdii kutachiisuu hin barbaannu turre.,Agriculture
ሁለቴ አጣራሁ።,yeroo lama sakatta'eera.,General
ሁሉም ያሸንፋል።,hunduu injifata.,General
በአለም ዙሪያ ብዙ ሰዎች በረሃብ እየተሰቃዩ ነው።,addunyaa guutuutti namoonni hedduun beelaan rakkachaa jiru.,General
በሚቀጥለው እሁድ እንደሚጎበኘን አላውቅም።,wiixata dhufu nu daawwachuu fi dhiisuu isaa hin beeku.,General
አሮጊቱዋ ሴት ደረጃውን በችግር ወጣች።,giiftiin dulloomtuunis rakkinaan sadarkaa ol baate.,General
አደጋ ላይ ያለውን ነገር ማወቅ አለብኝ።,waan balaa irra jiru beekuu qaba.,General
ከቶም ጋር ተስማማሁ።,toomii wajjin walii gale.,General
የሆነ ቦታ እንዳገኘሁት አስታውሳለሁ።,bakka tokkotti akkan isa qunname nan yaadadha.,General
ምስጋናውን አደንቃለሁ።,galata naaf kennames nan dinqisiifadha.,Religion
ቶም ትንሽ የጥፋተኝነት ስሜት ይሰማው ጀመር።,toom xiqqoo yakki itti dhagaʼamuu jalqabe.,General
ያንን መፍቀድ አልችልም።,sana hayyamuu hin danda'u.,General
ትልቅ መኖሪያ ቤት አላት።,mana mootummaa guddaa qabdi.,General
በእራት ላይ በጣም ጥሩ ጊዜ አሳልፈናል።,irbaata irratti yeroo baayyee gaarii dabarsine.,Health/Medical
ገና በጣም የምወደው በአል ነው።,ayyaanni ayyaana masqalaa ayyaana ani baay'ee jaalladhudha.,Religion
ባለፈው ወር ከእሱ ሰምቻለሁ።,ji'a darbe irraa dhaga'eera.,General
በጣም ተስፋ አስቆራጭ ነው።,akka malee nama dhiphisa.,General
እንደገና ለመጀመር በጣም አርጅቻለሁ።,umuriin koo baay'ee waanan ta'eef irra deebi'ee jalqabuu hin danda'u.,Religion
ማን እንደዚያ ማድረግ እንዳለበት አላውቅም።,eenyu akkas gochuu akka qabu hin beeku.,General
አሁን በአመጋገብ ላይ ነኝ።,yeroo ammaa kana soorata irra jira.,General
ቶም ለመጠየቅ አልደፈርንም።,toomii gaafachuuf ija hin jabaanne.,General
የተነጠለ ሬቲና ነበረዎት፧,retina addaan baafame qabaattee beektaa?,General
ቶም ከጠየቅከው ገንዘብ አበድረህ ነበር።,toom yoo ati isa gaafatte maallaqa siif liqeessa ture.,Business/Economy
ባለቤቴን ለማየት ወደ ቤት መሄድ እፈልጋለሁ።,haadha manaa koo arguuf gara manaatti deebi'uu barbaada.,General
ግራ እጄ ተኝቱዋል።,harki bitaa koo rafee jira.,General
ምን አሰብክ፧,maal sammuu keessa galte?,General
ማን እንዲረዳኝ መጠየቅ እንዳለብኝ አላውቅም።,eenyu akkan na gargaaru gaafachuu akkan qabu hin beeku.,General
ጭጋግ በቅርቡ እንደሚነሳ ተስፋ አደርጋለሁ።,awwaarichi yeroo dhiyootti akka ka'u abdiin qaba.,General
በጣም ጣፋጭ ነህ።,ati akka malee mi'aawaa dha.,General
ይህ እንደሚያስደስትህ አውቃለሁ።,sun akka si gammachiisu nan beeka.,General
በግፍ ተቀጣሁ።,dogoggoraan adabame.,Agriculture
ሁሉም ሰው እንደሞትኩ ያስባል።,namni hundinuu akkan du'e natti fakkaata.,Religion
ተመልከተው!,daawwadhaa!,General
ቶም በፈለገ ጊዜ ወደዚህ መመለስ ይችላል።,toom yeroo barbaadetti asitti deebi'uu danda'a.,General
ችግሩ ምን እንደሆነ አላውቅም።,rakkoon maal akka ta'e hin beeku.,General
በጣም በፍጥነት ስለሄድኩ የመጨረሻውን ባቡር ለመያዝ ችያለሁ።,baabura isa dhumaa qabachuu kanan dandaʼe sababiin isaas baayʼee ariifadhee waanan deemuuf ture.,General
ይህ ጥቂት ተጨማሪ ደቂቃዎችን ብቻ መውሰድ አለበት።,kun daqiiqaa muraasa dabalataa qofa fudhachuu qaba.,General
አፍህን ክፈት።,afaan kee banadhu.,General
ንጉሱ መልእክቱን እንኳን ማንበብ አልፈለጉም።,mootichi ergaa sanallee hin dubbisu ture.,General
የምሄድባቸው ቦታዎች አሉኝ።,bakka itti deemu qaba.,General
ቤት ውስጥ እንግሊዘኛ እየተማርኩ ነው።,afaan ingilizii manatti barachaa jira.,Agriculture
ቶም ማርያም ይህን ማድረግ እንዳለባት ያውቃል።,toom maariyaam akkas gochuu akka qabdu beeka.,Religion
ከባድ ውድድር ነበር።,fiigicha cimaa ture.,Business/Economy
ቶም ማርያም ማሸነፍ እንደምትችል ያምናል።,toom maariyaam injifachuu akka dandeessu ni amana.,Religion
ፖም እየበላሁ ነው።,abaaboo tokko nyaachaa jira.,General
ቶም አውስትራሊያን ይወድ ነበር።,toom awustiraaliyaa ni jaallate.,General
ከሁሉም በኹዋላ አልተገኘም።,hundaafuu hin mul'anne.,General
እየገባሁ ነው፧,ani gidduu seenaa jiraa?,General
ያንን ሸሚዝ ይሞክሩ።,qamisa sana uffachuu yaali.,General
ጥፍርዎን መንከስ መጥፎ ልማድ ነው።,cirracha qubaa ciniinuun amala gadheedha.,General
የእሱ ቤት እዚህ አካባቢ ነው።,manni isaa bakka tokkotti naannoo kanaa jira.,General
ክሪኬት ችሎታን የሚጠይቅ ጨዋታ ነው።,kirikeet tapha ogummaa barbaadudha.,General
የእርስዎ ዋና ምንድን ነው፧,muummee kee maali?,General
የምትናገረውን ገባኝ።,waan isheen jettu argadhe.,General
ትምህርት ቤት መሆን የለብህም፧,mana barumsaa keessa jiraachuu hin qabduu?,Education
በኮረብታው ላይ ቆሙዋል።,tulluu irra dhaabbatee jira.,General
የምፈልገው አይመስለኝም።,ani waanan jaalladhu natti hin fakkaatu.,General
በቅርቡ እመለሳለሁ።,yeroo dhiyootti nan deebi'a.,General
ያንን የሚያስቅ ውድ መኪና ለምን እንደገዛህ በፍጹም አልገባኝም።,konkolaataa qaala'aa nama kofalchiisu sana maaliif akka bitatte gonkumaa hubachuu hin danda'u.,General
በከንቱ የተዘጋውን በር ለመክፈት ሞከረ።,balbala cufame sana banuuf akkasumaan yaale.,General
በጠላቶች ተከበናል።,diinaan marfamneerra.,General
ደብዳቤ ጽፌአለሁ።,xalayaa barreesseen ture.,General
መጥፎ ችግር ውስጥ ነኝ።,rakkoo hamaa keessa jira.,General
ወደዚህ አምጡኝ ያለው ማነው፧,eenyuutu as na fidi siin jedhe?,General
ለመክፈል 30 ተጨማሪ ቀናት እፈልጋለሁ።,kaffaluuf guyyoota 30 dabalataan na barbaachisa.,General
በጉዳዩ ላይ ዋሽታለች ተብላ ተከሰሰች።,dhimma kana sobde jedhamtee himatamte.,General
ዳግመኛ ይህን ለማድረግ አልሞከርኩም።,kana booda akkas gochuuf yaalee hin beeku.,General
በጥንቃቄ ካነዱ የእኔን መኪና መጠቀም ይችላሉ።,konkolaataa kootti fayyadamuu dandeessu yoo of eeggannoodhaan konkolaachifte.,General
ይህ እንዳይደገም!,ammas akkas hin ta'in!,General
ከሰማይ ሲታይ ወንዙ ትልቅ እባብ ይመስላል።,samii irraa yoo ilaalamu lagni kun bofa guddaa fakkaata ture.,General
ኮርሴጁን ይወዳሉ፧,korsage ni jaallattaa?,General
አስደናቂ ፈገግታ ሰጠችኝ።,isheenis kolfa ajaa'ibaa naaf kennite.,General
ይህን መጽሀፍ ማንበብ ተገቢ ነው።,kitaaba kana dubbisuun barbaachisaadha.,Business/Economy
ቶም እንደ አሳ ይዋኛል።,toom akka qurxummii dambalii.,General
አልፏል።,ati darbitee jirta.,General
ቶም አሁን ምሳ እየበላ ነው አይደል፧,toom amma laaqana nyaachaa jira mitii?,General
ቀላል ይሆናል።,salphaa ta'a.,General
ይህን ለማድረግ አስቸጋሪ መሆን አለበት።,sana gochuun rakkisaa ta'uu qaba.,General
አባቴ ፊልሙን እንዲያየው እፈልጋለሁ።,abbaan koo fiilmii kana akka argu nan barbaada.,Religion
የእኔ ስም አደጋ ላይ ነው።,maqaan koo balaa irra jira.,General
እንደማትወድቅ አውቄ ነበር።,akka itti hin kufne nan beeka ture.,General
በጣም ጥሩውን አጥብቀው ይጠይቁ።,waan hunda caalu irratti cichi.,General
የማሸነፍ እቅድ አለኝ።,injifachuuf karoorfadheera.,General
መጽሀፉን ማንበብ ከብዶኝ ነበር።,kitaabicha dubbisuun natti ulfaate.,General
ክብደት መቀነስ እፈልጋለሁ።,ulfaatina qaamaa hir'isuu barbaada.,General
ጥሩ ጊዜ እያሳለፍክ ያለ ይመስላል።,yeroo gaarii waan dabarsitu fakkaata.,General
በመጨረሻ ምኞቱን አገኘ።,dhumarratti hawwii isaa argate.,General
ራሴን የተሻለ ማድረግ እፈልጋለሁ።,ofii koo fooyyessuu barbaada.,General
በጣም እርግጠኛ አይደለሁም።,ani hangas mirkanaa'aa miti.,General
ከእሱ ልታወጡት አትችሉም።,ati keessaa weasel baasuuf hin deemtu.,General
ይህ ሁሉ ቢያልቅ እመኛለሁ።,kun hundi osoo xumuramee natti tola.,General
ወደ ፊት ሌላ መርከብ አየን።,dooniin biraa fagoo fuuldura keenyatti argine.,General
ሶስት ዋና ዋና ክፍሎች አሉ።,kutaaleen gurguddoon sadii jiru.,General
በቅርጫቱ ውስጥ ቀዳዳ አለ።,boolli baaskitii keessa jira.,General
በጣም ሞቃት ነበር ኮቴን አወለቅኩ።,baay'ee ho'aa waan tureef kootii koo ofirraa baaseera.,General
በጣም ጥሩ ዜና አለኝ።,dhuguma oduu gammachiisaa qaba.,General
ጥሩ ቦታ ነው፣ ግን እዚያ አልኖርም።,"bakka bareedaadha, garuu achi hin jiraadhu ture.",General
በሀገሪቱ ውስጥ ርስት አለው።,biyya keessatti qabeenya qaba.,General
በህመም ምክንያት ስራውን ለቁዋል።,sababa dhukkubaatiin aangoo isaa gadhiise.,Health/Medical
ቸርነትህን መቼም አልረሳውም።,gaarummaa kee yoomiyyuu hin dagadhu.,General
ለእሱ ትኩረት መስጠት አለብዎት።,xiyyeeffannoo isaaf kennuu qabda.,General
ምንም እርሳሶች የለኝም።,qalama tokkollee hin qabu.,General
አዝራሩን መጫን ያስፈልግዎታል።,button sana dhiibuu qabda.,General
ለመዝናናት ብቻ ያስታውሱ።,bashannana qofa yaadadhu.,General
ይህ የድሮ ዜና ነው።,kun oduu duriiti.,General
እዚህ ስልክ አለ፧,bilbilli as jiraa?,General
በስድስት ሰአት ወደ ቤት እመጣለሁ።,sa'aatii jahatti gara manaatti deebi'a.,General
እራት በማብሰል ስራ ተጠምዳለች።,irbaata bilcheessuun qabamtee jirti.,General
እኔ የምፈራው ያ አይደለም።,kana miti kan ani sodaadhu.,General
ራሳቸውን እየተዝናኑ ነው።,isaan ofitti gammadaa jiru.,General
ወንድ ልጅ ብወለድ ምኞቴ ነው።,osoon gurbaa ta'ee dhaladhee natti tola.,Business/Economy
በአስር ዶላር ነው የሸጥኩት።,doolaara kudhaniin gurgure.,Business/Economy
ትኩረትን ወደ ራሴ መሳብ አልወድም።,xiyyeeffannoo ofitti harkisuu hin jaalladhu.,General
ቶም በፖከር በጣም ጎበዝ ነው አይደል፧,toom poker irratti baay'ee ga'umsa qaba mitiiree?,General
በከተማ ውስጥ በጣም የተጠበቀው ሚስጥር ነው።,magaalaa keessatti iccitii hunda caalaa eegamudha.,General
ለሁላችሁም የምለው ነገር አለኝ።,hunda keessaniif waanan jedhu qaba.,General
በዚህ ወር ብዙ ዝናብ ጣለ።,ji'a kana keessa roobni baay'ee roobee jira.,Agriculture
አልረፈደም አይደል፧,nuti harkifanne mitii?,Health/Medical
ነጥቡ አልገባኝም።,dubbiin isaa hin hubadhu.,General
ቶም ትምህርት ቤት አይወድም ነበር።,toom mana barumsaa gonkumaa hin jaallatu ture.,Education
ምናልባት ከቶም ጋር መነጋገር ይችሉ ይሆናል።,tarii toomii wajjin haasaʼuu dandeessa taʼa.,General
ለምን ማውራት እንዳቆሙ ታውቃለህ፧,maaliif haasa'uu akka dhiisan beektaa?,General
ዛሬ ለምን ምሳ አልበላህም፧,har'a maaliif laaqana hin nyaanne?,General
ቴሌቪዥን ማየት ያቆሙበት ጊዜ ነው።,yeroon ati televijiinii ilaaluu dhiiftu ga'eera.,General
ያን እንድታደርግ አልፈቅድልህም ብዬ እፈራለሁ።,akkas akka gootu siif hayyamuu hin danda'u jedheen sodaadha.,General
ነጻ ናሙና ልከውልኛል።,saamuda bilisaa naaf erganiiru.,Business/Economy
እባክህ አንድ ደርዘን የክሬም ፓፍ ስጠኝ።,mee cream puffs kudhan tokko naaf kenni.,General
በቀጥታ መደወል እችላለሁ፧,kallatti bilbiluu nan danda'aa?,General
መኪናው አዲስ ሞተር አለው።,konkolaataan kun motora haaraa qaba.,General
በኮሚቴው እንድትቀመጥ ተጠይቃለች።,koree kana keessa akka taa'u gaafatamtee jirti.,General
ምንም ነገር አትዘግይ።,waan tokko duubatti hin deebi'inaa.,General
ወደ ግብዣው መሄድ ትችል እንደሆነ ጠየቅኳት።,gara affeerraa sanaa deemuu ni dandeessaa jedheen ishee gaafadhe.,General
በጠረጴዛው ላይ ቁልፍ አለ።,furtuun tokko deeskii irra jira.,General
አስተዋይ ሴት ልጆች ናቸው።,shamarran sammuu qabanidha.,General
"ቢያንስ ""አመሰግናለሁ"" ማለት ትችላለህ።","yoo xiqqaate ""galatoomi"" jechuu dandeessa.",General
ፍላጎት እንዳለህ ማስመሰል አያስፈልግም።,fedhii fakkeessuun si hin barbaachisu.,General
አዲስ መኪና ለመግዛት ጊዜው አሁን ነው።,yeroon konkolaataa haaraa bitattan amma.,General
ቶም እንደተፈራ አውቃለሁ።,toom akka sodaate nan beeka.,General
እሱዋ እዚያ እንዳለች ገምቻለሁ።,akka isheen achi jirtutti fudhadhe.,General
የምደብቀው ነገር አልነበረኝም።,waan dhoksu hin qabu ture.,General
ቶም ማርያም ከምትባል ሰው ደወለ።,toom nama meerii jedhamu irraa bilbilli itti bilbilame.,Religion
እንደዛ አይደለም መታወስ የምፈልገው።,akkasitti akkan yaadatamu hin barbaadu.,General
እውነትም ነው።,sun akkasuma dhugaadha.,Religion
መቼ እንደምል አውቃለሁ።,yoom yoom akkan jedhu nan beeka.,Health/Medical
በሩን ዝጋ።,balbala cufi.,General
በጣም ቅርብ ነበርን።,akkasitti walitti dhihaannee turre.,General
አሁን እየሮጠ ነው።,amma fiigaa jira.,General
ቶም ቀደም ብሎ ወጣ።,toom kanaan dura ba'e.,Health/Medical
በከተማ ውስጥ ሳይስተዋል ማለፍ ይችሉ ይሆናል፣ ነገር ግን በማይቻል መንደር ውስጥ።,"magaalaa tokko keessatti osoo hin hubatin darbuu dandeessa ta'a, garuu ganda hin danda'amne keessatti.",General
ሰርጋቸው ነገ ነው።,cidha isaanii bor ta'a.,General
ያንን ባልበላ ይሻለኛል።,sana nyaachuu dhiisuun naaf wayya.,General
አንድ ሰው ከዚህ መጽሀፍ ገጽ የቀደደ ይመስላል።,kitaaba kana keessaa namni tokko fuula tokko waan cicciree baase fakkaata.,General
ቶም ደፋር ወታደር ነበር።,toom loltuu jabaa ture.,Government
ማርያም ማነጋገር የምትፈልገው ቶም ነው።,meerii waliin haasa'uu kan barbaaddu toomiidha.,Religion
ምን ተሳስቻለሁ፧,maal balleessaa jira?,General
በሚቀጥለው ወር አስራ ስድስት እንደሚሆን ተናገረች።,ji'a dhufu waggaa kudha jaha akka ta'u dubbatte.,General
ከመንደሩ ብዙም ሳይርቅ አንድ ሼል ፈነዳ።,"gandicha irraa fagoo osoo hin taane, qola tokkotu dhoohe.",General
በዚህ ግድግዳ ላይ አትደገፍ።,dallaa kana irratti hin hirkatin.,General
የት ነው የምትሰራው፧,eessa hojjechaa jirta?,General
መልክዎች ማታለል ይችላሉ።,mul'achuun nama gowwoomsuu danda'a.,General
የማውቀው በጣም አስተዋይ ሰው ነህ።,ati nama ani beeku hunda caalaa sammuu qabdudha.,General
እንድትሄድ ግድ ነው።,deemuun siif barbaachisaadha.,General
ነገ ምን ማድረግ ትፈልጋለህ፧,boru maal gochuu barbaadda?,General
ህጻኑ እያለቀሰ ነው።,daa'imni boo'aa jira.,General
ወጪያችንን መቀነስ አለብን።,baasii keenya gadi buusuu qabna.,Business/Economy
እንዴት እኛን አሳልፈህ ልትሰጥ ትችላለህ፧,akkamitti nu gante?,Health/Medical
ወደኹዋላህ ጭራሽ አትመልከት።,gonkumaa of duuba hin ilaalin.,General
የሱ ቀልዶች በቃኝ።,qoosaa isaa baay'ee gahaa ta'eera.,General
ሁሉም ተደስተው ነበር።,hunduu gammade.,General
ይህን ባላደርግ ቅር ይልሃል፧,yoon kana hin goone si dhibdee?,General
ማን ነው የሚመለከተው፧,eenyutu ilaalaa jira?,General
ቶም ፎቶግራፍ ነው።,toom suuraa namatti toludha.,General
እንደ ህልም እውን ነበር።,akka abjuu dhugoomeetti ture.,General
እኛ እራሳችን አደረግነው።,ofii keenyaan hojjenne.,General
ካብ ንእሽቶ ንላእሊ።,mee cab haa fudhannu.,General
ቶም ደህና ነው።,toom akka gaariitti.,General
ዛሬ ለሽርሽር በጣም ቀዝቃዛ ነው።,har'a piknikiidhaaf baay'ee qorra.,General
ትግሉን አሸንፌአለሁ።,lola sana injifadheera.,General
የዛሬዋን ጋዜጣ እስካሁን አላነበብኩም።,gaazexaa har'aa hanga ammaatti hin dubbisne.,General
ቶም አንሶላዎቹን ከአልጋው ላይ አውጥቶ ወደ ማጠቢያ ማሽኑ ውስጥ አስገባቸው።,toom firaasha siree irraa fuudhee maashinii miiccaa keessa galche.,Health/Medical
የተደባለቀ ቦርሳ አይነት ነው።,gosa boorsaa walmakaa ta'eedha.,General
ለምንድነው ቶምን በጣም የምትጠላው፧,maaliif toom akka malee jibbite?,General
ጨረቃ ከደመናዎች በስተጀርባ ተደብቃለች።,ji'i duumessa duuba dhokattee jirti.,General
የትም ብትመለከቱ ወጣት ጥንዶች ሲሳሙ ማየት ይችላሉ።,bakka ilaaltan hundatti dargaggoonni hiriyoonni gaa'elaa wal dhungatan arguu dandeessu.,General
ይህ ሻይ በጣም ጣፋጭ ነው።,shaayiin kun dhuguma mi'aawaa dha.,Agriculture
ቶም ማርያምን ዳግመኛ ማየት አልፈልግም አለ።,toom lammata meerii arguu akka hin barbaanne dubbateera.,Religion
የምትለብሰውን እወዳለሁ።,waan ati uffatte baay'een jaalladha.,General
ያ ጥሩ ነበር ብዬ አስባለሁ።,sun akka gaariitti deeme natti fakkaata.,General
ፊት ለፊት እንቀመጥ።,fuuldura haa taa'u.,General
እሱን ለማየት ወደ ጣቢያው ሄጄ ነበር።,isa deemuuf buufata dhaqeen jira.,General
ሀኪም ነው ብዬ አሰብኩ።,ogeessa fayyaa natti fakkaate.,General
ከዚህ ሁኔታ እንዴት እንወጣለን፧,haala kana keessaa akkamitti baana?,General
ቶም ሻማዎቹን አብርቱዋል።,toom shugguxii sana qabsiise.,Business/Economy
ቶም ክፍያ አላገኘም።,toom kaffaltii hin arganne.,General
እድሉን በሚገባ ተጠቅሞበታል።,carraa argate akka gaariitti fayyadame.,General
በጫካ ውስጥ ብቻውን ቀረ።,kophaa isaa bosona keessatti hafe.,General
ሌላኛው መንገድ አስተማማኝ ነው ብዬ አስባለሁ።,karaan inni biraan immoo nageenya qaba jedheen yaada.,General
ቀዝቃዛ ውሃ እባክህ።,bishaan qorraa maaloo.,General
ቶም ቤቱን መፈለግ ጀመረ።,toom mana sana sakatta'uu jalqabe.,General
ይህ መኪና ለእኔ መግዛት በጣም ውድ ነው።,konkolaataan kun baayyee qaala'aa waan ta'eef bitachuu hin danda'u.,General
ቶም እንድንረዳው ጠይቆናል።,toom akka isa gargaarru nu gaafateera.,General
በዚህ አፈር ውስጥ ምንም የሚያድግ አይመስልም።,biyyee kana keessatti wanti biqilu hin fakkaatu.,Agriculture
ለምን አልነገርከኝም፧,maaliif natti hin himne?,General
ለእሱ ልዩ እራት አዘጋጅታለች።,irbaata addaa itti bilcheessite.,General
ፈረንሳይኛ አቀላጥፋ መናገር ትችላለች።,afaan faransaayii sirriitti dubbachuu dandeessi.,General
ይህን ሶፋ እንዳንቀሳቀስ እርዳኝ።,sofaa kana akkan sochoosu na gargaaraa.,General
ንግግሯ ታዳሚውን ነካ።,haasaan ishee dhaggeeffattoota sochoose.,General
የት መኖር ይፈልጋሉ፧,eessa jiraachuu barbaadda?,General
ላደርግልህ የምችለው ይህ ነው።,kun waanan isiniif gochuu danda'udha.,General
ብርድ ልብስ አለህ፧,fuulaa qabduu?,Business/Economy
ያ ያንተ ስራ አይደለም።,Sun hojii kee miti.,General
ቶም ሮዝ ፈጽሞ አይለብስም።,toom gonkumaa bifa pilaastikii hin uffatu.,General
እውነተኛ ወንዶች ሻይ ይጠጣሉ።,dhiironni dhugaa shaayii dhugu.,Agriculture
ያ አይቀየርም።,sun hin jijjiiramu.,General
ደንበኞች ስላልነበሩ ሱቁን ቀድመን ዘግተናል።,maamiltoonni waan hin jirreef suuqicha dafnee cufne.,Agriculture
ነገሮችን የማደርገው በራሴ መንገድ ነው።,waan tokko karaa kootiin nan hojjedha.,General
ወላጆቼ ወደዚያ እንድሄድ ፈቀዱልኝ።,warri koo achi akkan deemu naaf hayyaman.,General
ደደብ ነህ፧,Ati doofaadhaa?,General
ቶም ወዲያውኑ ተረድቱዋል።,toom battaluma sanatti hubate.,General
የቶም መበለት አውቃለሁ።,dubartii toom abbaan manaa irraa du'e nan beeka.,General
እይታውን ከለከለ።,ija isaa garagalche.,General
ዘና እንድትሉ ብቻ ነው የምፈልገው።,boqonnaa akka argattan isin gargaaruu qofan barbaada.,General
ሂሳቡን ስጠኝ እባክህ።,bill naaf kenni maaloo.,General
የመሄድ ወይም የመቆየት ምርጫ ነበራት።,filannoo deemuu ykn hafuu qabdi turte.,Government
እኔና ቶም ትናንት ምሽት ወደ አንድ ፓርቲ ሄድን።,aniifi toom kaleessa galgala affeerraa tokko dhaqne.,Government
የጠየቅከኝን ሁሉ ለማድረግ ሞከርኩ።,waan ati na gaafatte hunda gochuuf yaaleera.,General
ለሶስት ሌሊት መቆየት እፈልጋለሁ።,halkan sadii turuun barbaada.,General
ብዙውን ጊዜ ዘግይቶ ወደ ቤት ይመጣል።,yeroo baayyee yeroon booda gara manaatti deebi'a.,General
ቶም ዘፋኝ እንደሆነ አውቃለሁ።,toom barreessaa sirbaa akka ta'e nan beeka.,General
ሲጋራውን ትቱዋል፧,sigaaraa dhiisee jiraa?,General
ቶም በጣም ሳል።,toom baay'ee qufa'a.,Health/Medical
እኛም ተመሳሳይ ችግር አለን።,rakkoo wal fakkaatu qabna.,General
ዶክተሩ ማጨስን እንዲያቆም አሳመነው።,doktarichis tamboo xuuxuu akka dhiisu isa amansiise.,General
ይህ ወይን ጥሩ ነው ብዬ አስባለሁ።,wayiniin kun gaarii natti fakkaata.,General
ያ የምወደው ርእስ አይደለም።,mata dureen ani baay'ee jaalladhu sun miti.,General
በዚህ ከተማ ውስጥ ከፍተኛው ህንጻ ነው።,magaalaa kana keessatti gamoo olka'aa ta'edha.,General
ለዚህ ስራ ፍጹም ትሆናለህ።,hojii kanaaf mudaa hin qabne taata turte.,General
ጸጥ ወዳለበት ቦታ እንሂድ።,bakka callisee jiru haa deemnu.,General
የቤት እቃዎችን እራሴ መሰብሰብ እችላለሁ።,meeshaalee manaa ofumaan walitti qabuu nan danda'a.,Business/Economy
ለገንዘብ ነው ያደረኩት።,maallaqaaf jedheen godhe.,Business/Economy
የሚለውን ጥያቄ ራሴን መቶ ጊዜ ጠየኩት።,gaaffii sana yeroo dhibba of gaafadheera.,Education
ይህ ትርኢት ቀሚስ ለእኔ ተስማሚ አይደለም።,uffanni agarsiisaa kun naaf hin malu.,General
ዜናውን ላገኛቸው ሰዎች ሁሉ ነገርኳቸው።,namootan wal arge hundaaf oduu kana hime.,General
ሌላ ምን ማድረግ እንዳለብን አናውቅም ነበር።,waan biraa akka goonu hin beeknu turre.,General
በጣም በፍጥነት እናገራለሁ፧,dafee dubbachaa jiraa?,General
አሁን ተስፋ መቁረጥ አትችልም።,amma abdii kutachuu hin dandeessu.,General
ኮንትራቶቹን መፈረም እፈልጋለሁ።,kontiraata mallatteessuu barbaada.,General
መቼም አታርፍም፧,yoomiyyuu hin boqottu?,General
ችግሩን ተወያይተናል።,rakkoo kana irratti mari'anneerra.,General
የቶም አስተዳዳሪ መሆን እንዴት ጨረሰ፧,akkamitti hogganaa toom taatee xumurte?,Business/Economy
በአካውንቴ ውስጥ ምን ያህል ገንዘብ እንዳለ በትክክል ማወቅ እፈልጋለሁ።,maallaqni meeqa akkaawuntii koo keessa akka jiru sirriitti beekuu barbaada.,Business/Economy
እባክዎን ያብሩት።,mee ibsaa.,General
የቤት ስራ ያለህ መስሎኝ ነበር።,hojii manaa qabda jedheen yaade.,General
በዚህ ጊዜ የተለየ ነው።,yeroo kana garuu adda.,General
ዶክተር ለምን ይፈልጋሉ፧,doktara maaliif si barbaachisa?,Health/Medical
መቸም ልተወህ አልነበረብኝም።,Silaa gonkumaa si dhiisuu hin qabuun ture.,General
ድመቶች በእውነት በጨለማ ውስጥ ማየት ይችላሉ፧,dhuguma sareen dukkana keessatti arguu danda'aa?,Religion
ይህንን ጉድጓድ በአንድ ነገር መሙላት አለብን።,boolla kana waan tokkoon guutuu qabna.,General
ይህ በጣም ጥሩው መንገድ ነው።,kun karaa hunda caaludha.,General
በዚህ መንገድ ቀላል ነው።,haala kanaan salphaadha.,General
ተራራውን መውጣት ቻለ።,gaara sana ol bahuu danda'eera.,General
